title,topic,pred_val,authors,journal,links,full_title
comparing effect novel ionic cocrystal lithium salicylate proline lispro lithium carbonate lithium salicylate memory behavior female appswe ps1de9 alzheimer mice,NEURAL,31.277325749397278,"Habib A, Shytle RD, Sawmiller D, Koilraj S, Munna SA, Rongo D, Hou H, Borlongan CV, Currier G, Tan J,",*Journal of neuroscience research*,* [Comparing the effect of the novel ionic cocrystal of lithium salicylate proline (LISPRO) with lithium carbonate and lithium salicylate on memory and behavior in female APPswe/PS1dE9 Alzheimer's mice.](https://www.ncbi.nlm.nih.gov/pubmed/31102295),Comparing the effect of the novel ionic cocrystal of lithium salicylate proline (LISPRO) with lithium carbonate and lithium salicylate on memory and behavior in female APPswe/PS1dE9 Alzheimer's mice.
voluntary running wheel attenuates motor deterioration brain damage cuprizone induced demyelination,NEURAL,78.71974110603333,"Mandolesi G, Bullitta S, Fresegna D, De Vito F, Rizzo FR, Musella A, Guadalupi L, Vanni V, Bassi MS, Buttari F, Viscomi MT, Centonze D, Gentile A,",*Neurobiology of disease*,* [Voluntary running wheel attenuates motor deterioration and brain damage in cuprizone-induced demyelination.](https://www.ncbi.nlm.nih.gov/pubmed/31100354),Voluntary running wheel attenuates motor deterioration and brain damage in cuprizone-induced demyelination.
beneficial effects n hexane bark extract onosma echioides l diabetic peripheral neuropathy,NEURAL,58.3046019077301,"Shoaib A,  Dixit RK, Ganash M, Barreto G, Ashraf GM, Siddiqui HH,",*Journal of cellular biochemistry*,* [Beneficial effects of n-hexane bark extract of Onosma echioides L. on diabetic peripheral neuropathy.](https://www.ncbi.nlm.nih.gov/pubmed/31099436),Beneficial effects of n-hexane bark extract of Onosma echioides L. on diabetic peripheral neuropathy.
imaging local brain activity multiple freely moving mice sharing environment,NEURAL,62.558943033218384,"Inagaki S, Agetsuma M, Ohara S, Iijima T, Yokota H, Wazawa T, Arai Y, Nagai T,",*Scientific reports*,* [Imaging local brain activity of multiple freely moving mice sharing the same environment.](https://www.ncbi.nlm.nih.gov/pubmed/31097780),Imaging local brain activity of multiple freely moving mice sharing the same environment.
neurod6 subtype vta neurons contributes psychostimulant sensitization behavioral reinforcement,NEURAL,96.62399291992188,"Bimpisidis Z, König N, Stagkourakis S, Zell V, Vlcek B, Dumas S, Giros B, Broberger C, Hnasko TS, Wallén-Mackenzie Å,",*eNeuro*,* [The NeuroD6 subtype of VTA neurons contributes to psychostimulant sensitization and behavioral reinforcement.](https://www.ncbi.nlm.nih.gov/pubmed/31097625),The NeuroD6 subtype of VTA neurons contributes to psychostimulant sensitization and behavioral reinforcement.
activated newborn neurons participate enriched environment induced improvement locomotor function app ps1 mice,NEURAL,84.57044959068298,"Wang H, Li Q, Tang H, Ding J, Xu N, Sun S, Chen S,",*Brain and behavior*,* [The activated newborn neurons participate in enriched environment induced improvement of locomotor function in APP/PS1 mice.](https://www.ncbi.nlm.nih.gov/pubmed/31094092),The activated newborn neurons participate in enriched environment induced improvement of locomotor function in APP/PS1 mice.
ethanol induces sedation hypnosis via inhibiting histamine release mice,NEURAL,41.32280647754669,"Ma Z, Wang W, Wang T, Xu W, Qu W, Huang Z, Hong Z,",*Neurochemical research*,* [Ethanol Induces Sedation and Hypnosis via Inhibiting Histamine Release in Mice.](https://www.ncbi.nlm.nih.gov/pubmed/31093904),Ethanol Induces Sedation and Hypnosis via Inhibiting Histamine Release in Mice.
nucleus accumbens shell small conductance potassium channels underlie adolescent ethanol exposure induced anxiety,NEURAL,61.84512376785278,"Shan L, Galaj E, Ma YY,",*Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology*,* [Nucleus accumbens shell small conductance potassium channels underlie adolescent ethanol exposure-induced anxiety.](https://www.ncbi.nlm.nih.gov/pubmed/31096263),Nucleus accumbens shell small conductance potassium channels underlie adolescent ethanol exposure-induced anxiety.
zebrafish carrying pycr1 gene deficiency display aging multiple behavioral abnormalities,NEURAL,25.577619671821594,"Liang ST, Audira G, Juniardi S, Chen JR, Lai YH, Du ZC, Lin DS, Hsiao CD,",*Cells*,* [Zebrafish Carrying <i>pycr1</i> Gene Deficiency Display Aging and Multiple Behavioral Abnormalities.](https://www.ncbi.nlm.nih.gov/pubmed/31091804),Zebrafish Carrying <i>pycr1</i> Gene Deficiency Display Aging and Multiple Behavioral Abnormalities.
upregulated protein glcnacylation promoted functional structural recovery contused spinal cord injury rats thiamet g treatment,NEURAL,88.6070191860199,"Liang H, Xu L, Gao A, Shao Y, Yang S, Jiang Z, Ma W, Zhu S, Lin T, Zhang X,",*Neurological research*,* [Upregulated protein O-GlcNAcylation promoted functional and structural recovery of the contused spinal cord injury in rats by Thiamet-G treatment.](https://www.ncbi.nlm.nih.gov/pubmed/31092134),Upregulated protein O-GlcNAcylation promoted functional and structural recovery of the contused spinal cord injury in rats by Thiamet-G treatment.
biomechanics research lead effective treatment low back pain viewpoint counterpoint debate,ORTHOPAEDICS/SPINE,27.899006009101868,"Cholewicki J, Breen A, Popovich JM, Reeves NP, Sahrmann SA, van Dillen LR, Vleeming A, Hodges PW,",*The Journal of orthopaedic and sports physical therapy*,* [Can Biomechanics Research Lead to More Effective Treatment of Low Back Pain? A Viewpoint-Counterpoint Debate.](https://www.ncbi.nlm.nih.gov/pubmed/31092123),Can Biomechanics Research Lead to More Effective Treatment of Low Back Pain? A Viewpoint-Counterpoint Debate.
biomechanical role osteoporosis affects incidence adjacent segment disease percutaneous transforaminal endoscopic discectomy,ORTHOPAEDICS/SPINE,79.57559823989868,"Li J, Xu W, Zhang X, Xi Z, Xie L,",*Journal of orthopaedic surgery and research*,* [Biomechanical role of osteoporosis affects the incidence of adjacent segment disease after percutaneous transforaminal endoscopic discectomy.](https://www.ncbi.nlm.nih.gov/pubmed/31088476),Biomechanical role of osteoporosis affects the incidence of adjacent segment disease after percutaneous transforaminal endoscopic discectomy.
biomechanical proximal adjacent segment degeneration posterior lumbar interbody fusion fixation finite element analysis,ORTHOPAEDICS/SPINE,99.41548705101013,"Jiang S, Li W,",*Journal of orthopaedic surgery and research*,* [Biomechanical study of proximal adjacent segment degeneration after posterior lumbar interbody fusion and fixation: a finite element analysis.](https://www.ncbi.nlm.nih.gov/pubmed/31092257),Biomechanical study of proximal adjacent segment degeneration after posterior lumbar interbody fusion and fixation: a finite element analysis.
finite element analysis short versus long segment posterior fixation thoracolumbar burst fracture,ORTHOPAEDICS/SPINE,74.22788739204407,"Basaran R, Efendioglu M, Kaksi M, Celik T, Mutlu İ, Ucar M,",*World neurosurgery*,* [Finite Element Analysis of Short versus Long Segment Posterior Fixation for Thoracolumbar Burst Fracture.](https://www.ncbi.nlm.nih.gov/pubmed/31103754),Finite Element Analysis of Short versus Long Segment Posterior Fixation for Thoracolumbar Burst Fracture.
ligament saving laminoplasty intraspinal tumor excision technical note,ORTHOPAEDICS/SPINE,65.7977044582367,"Park YJ, Kim SK, Seo HY,",*World neurosurgery*,* [Ligament-saving laminoplasty for intraspinal tumor excision: A technical note.](https://www.ncbi.nlm.nih.gov/pubmed/31103766),Ligament-saving laminoplasty for intraspinal tumor excision: A technical note.
mid length pedicle screws posterior instrumentation scoliosis,ORTHOPAEDICS/SPINE,97.12542295455933,"Balikci T, Kıyak G, Heydar AM, Bawaneh MK, Bezer M,",*Asian spine journal*,* [Mid-length Pedicle Screws in Posterior Instrumentation of Scoliosis.](https://www.ncbi.nlm.nih.gov/pubmed/31079434),Mid-length Pedicle Screws in Posterior Instrumentation of Scoliosis.
etiopathogenesis chiari malformation craniocervical junction stabilization difference morphometric analysis craniocervical junction ligaments,ORTHOPAEDICS/SPINE,71.51615619659424,"Karaaslan B, Börcek AÖ, Uçar M, Aykol Ş,",*World neurosurgery*,* [Can the Etiopathogenesis of Chiari Malformation be Craniocervical Junction Stabilization Difference? A Morphometric Analysis of Craniocervical Junction Ligaments.](https://www.ncbi.nlm.nih.gov/pubmed/31103770),Can the Etiopathogenesis of Chiari Malformation be Craniocervical Junction Stabilization Difference? A Morphometric Analysis of Craniocervical Junction Ligaments.
utilization transtibial centralization suture best minimizes extrusion restores tibiofemoral contact mechanics anatomic medial meniscal root repairs cadaveric model,ORTHOPAEDICS/SURGERY,52.745914459228516,"Daney BT, Aman ZS, Krob JJ, Storaci HW, Brady AW, Nakama G, Dornan GJ, Provencher MT, LaPrade RF,",*The American journal of sports medicine*,* [Utilization of Transtibial Centralization Suture Best Minimizes Extrusion and Restores Tibiofemoral Contact Mechanics for Anatomic Medial Meniscal Root Repairs in A Cadaveric Model.](https://www.ncbi.nlm.nih.gov/pubmed/31091129),Utilization of Transtibial Centralization Suture Best Minimizes Extrusion and Restores Tibiofemoral Contact Mechanics for Anatomic Medial Meniscal Root Repairs in A Cadaveric Model.
stem length neck resection fixation strength press fit radial head prosthesis vitro model,ORTHOPAEDICS/SURGERY,87.80882358551025,"Moon JG, Shukla DR, Fitzsimmons JS, An KN, O'Driscoll SW,",*The Journal of hand surgery*,* [Stem Length and Neck Resection on Fixation Strength of Press-Fit Radial Head Prosthesis: An In Vitro Model.](https://www.ncbi.nlm.nih.gov/pubmed/31101434),Stem Length and Neck Resection on Fixation Strength of Press-Fit Radial Head Prosthesis: An In Vitro Model.
evaluation brain response head impact youth athletes using anatomically accurate finite element model,ORTHOPAEDICS/SURGERY,64.68583345413208,"Miller LE, Urban JE, Kelley ME, Powers AK, Whitlow CT, Maldjian JA, Rowson S, Stitzel JD,",*Journal of neurotrauma*,* [Evaluation of Brain Response during Head Impact in Youth Athletes Using an Anatomically Accurate Finite Element Model.](https://www.ncbi.nlm.nih.gov/pubmed/30489208),Evaluation of Brain Response during Head Impact in Youth Athletes Using an Anatomically Accurate Finite Element Model.
treatment surgical neck fracture humerus novel external fixator elderly osteoporosis biomechanical analysis,ORTHOPAEDICS/SURGERY,49.32166337966919,"Huang H,",*BMC musculoskeletal disorders*,* [Treatment of the surgical neck fracture of the humerus with a novel external fixator in the elderly with osteoporosis: biomechanical analysis.](https://www.ncbi.nlm.nih.gov/pubmed/31092231),Treatment of the surgical neck fracture of the humerus with a novel external fixator in the elderly with osteoporosis: biomechanical analysis.
biomechanical analysis novel plating intra articular distal humerus fractures combined anteromedial anterolateral plating,ORTHOPAEDICS/SURGERY,62.19354271888733,"Wei L, Ling M, An Z,",*Journal of orthopaedic surgery and research*,* [Biomechanical analysis of a novel plating for intra-articular distal humerus fractures: combined anteromedial and anterolateral plating.](https://www.ncbi.nlm.nih.gov/pubmed/31088497),Biomechanical analysis of a novel plating for intra-articular distal humerus fractures: combined anteromedial and anterolateral plating.
total knee arthroplasty osteoporotic tibia biomechanical evaluation role stem extensions cementing techniques,ORTHOPAEDICS/SURGERY,84.94875431060791,"Walsh CP, Han S, Canham CD, Gonzalez JL, Noble P, Incavo SJ,",*The Journal of the American Academy of Orthopaedic Surgeons*,* [Total Knee Arthroplasty in the Osteoporotic Tibia: A Biomechanical Evaluation of the Role of Stem Extensions and Cementing Techniques.](https://www.ncbi.nlm.nih.gov/pubmed/31085949),Total Knee Arthroplasty in the Osteoporotic Tibia: A Biomechanical Evaluation of the Role of Stem Extensions and Cementing Techniques.
evaluation total ankle arthroplasty using highly crosslinked ultrahigh molecular weight polyethylene subjected physiological loading,ORTHOPAEDICS/SURGERY,42.05177426338196,"Bischoff JE, Dharia MA, Hertzler JS, Schipper ON,",*Foot & ankle international*,* [Evaluation of Total Ankle Arthroplasty Using Highly Crosslinked Ultrahigh-Molecular-Weight Polyethylene Subjected to Physiological Loading.](https://www.ncbi.nlm.nih.gov/pubmed/31091414),Evaluation of Total Ankle Arthroplasty Using Highly Crosslinked Ultrahigh-Molecular-Weight Polyethylene Subjected to Physiological Loading.
teaching anatomy using active engaging learning strategy,REHABILITATION,18.521127104759216,"Singh K, Bharatha A, Sa B, Adams OP, Majumder MAA,",*BMC medical education*,* [Teaching anatomy using an active and engaging learning strategy.](https://www.ncbi.nlm.nih.gov/pubmed/31096975),Teaching anatomy using an active and engaging learning strategy.
perioperative early rehabilitation outcomes following osseointegration uk military amputees,REHABILITATION,56.35809302330017,"Wood P, Small C, Mahoney P,",*Journal of the Royal Army Medical Corps*,* [Perioperative and early rehabilitation outcomes following osseointegration in UK military amputees.](https://www.ncbi.nlm.nih.gov/pubmed/31101658),Perioperative and early rehabilitation outcomes following osseointegration in UK military amputees.
use turn assist surfaces reduce physical burden caregivers performing patient turning,REHABILITATION,18.564625084400177,"Budarick AR, Lad U, Fischer SL,",*Human factors*,* [Can the Use of Turn-Assist Surfaces Reduce the Physical Burden on Caregivers When Performing Patient Turning?](https://www.ncbi.nlm.nih.gov/pubmed/31084493),Can the Use of Turn-Assist Surfaces Reduce the Physical Burden on Caregivers When Performing Patient Turning?
biomechanical comparison concussions without loss consciousness elite american football implications prevention,SPORT/EXERCISE,93.13449263572693,"Cournoyer J, Hoshizaki TB,",*Sports biomechanics*,* [Biomechanical comparison of concussions with and without a loss of consciousness in elite American football: implications for prevention.](https://www.ncbi.nlm.nih.gov/pubmed/31099312),Biomechanical comparison of concussions with and without a loss of consciousness in elite American football: implications for prevention.
therapeutic effect novel fatty acid amide hydrolase inhibitor pf04457845 repetitive closed head injury mouse model,SPORT/EXERCISE,68.42777132987976,"Selvaraj P, Wen J, Tanaka M, Zhang Y,",*Journal of neurotrauma*,* [Therapeutic Effect of a Novel Fatty Acid Amide Hydrolase Inhibitor PF04457845 in the Repetitive Closed Head Injury Mouse Model.](https://www.ncbi.nlm.nih.gov/pubmed/30526351),Therapeutic Effect of a Novel Fatty Acid Amide Hydrolase Inhibitor PF04457845 in the Repetitive Closed Head Injury Mouse Model.
rehabilitation utilizing controlled aerobic activity patients concussion critically appraised topic,SPORT/EXERCISE,72.5071370601654,"Prince J, Schussler E, McCann R,",*Journal of sport rehabilitation*,* [Rehabilitation Utilizing Controlled Aerobic Activity in Patients with a Concussion: A Critically Appraised Topic.](https://www.ncbi.nlm.nih.gov/pubmed/31094622),Rehabilitation Utilizing Controlled Aerobic Activity in Patients with a Concussion: A Critically Appraised Topic.
spring mass characteristics human locomotion running experience physiological considerations blood lactate accumulation,SPORT/EXERCISE,89.38166499137878,"Bitchell CL, McCarthy-Ryan M, Goom T, Moore IS,",*European journal of sport science*,* [Spring-mass characteristics during human locomotion: Running experience and physiological considerations of blood lactate accumulation.](https://www.ncbi.nlm.nih.gov/pubmed/31084523),Spring-mass characteristics during human locomotion: Running experience and physiological considerations of blood lactate accumulation.
stiff plate location shoe influences running biomechanics,SPORT/EXERCISE,54.21273708343506,"Flores N, Rao G, Berton E, Delattre N,",*Sports biomechanics*,* [The stiff plate location into the shoe influences the running biomechanics.](https://www.ncbi.nlm.nih.gov/pubmed/31096861),The stiff plate location into the shoe influences the running biomechanics.
influence shoulder position functional control ratio isokinetic assessment,SPORT/EXERCISE,34.65169966220856,"Chen B, Zhao Y, Cao X, Hu G, Chen LB, Niu W,",*Journal of sport rehabilitation*,* [Influence of Shoulder Position on Functional Control Ratio During Isokinetic Assessment.](https://www.ncbi.nlm.nih.gov/pubmed/31094638),Influence of Shoulder Position on Functional Control Ratio During Isokinetic Assessment.
effect graft type thigh circumference knee range motion lower extremity strength pediatric adolescent males following anterior cruciate ligament reconstruction,TENDON/LIGAMENT,74.53258633613586,"Sugimoto D, Heyworth BE, Yates BA, Kramer DE, Kocher MS, Micheli LJ,",*Journal of sport rehabilitation*,"* [Effect of Graft Type on Thigh Circumference, Knee Range of Motion, and Lower Extremity Strength in Pediatric and Adolescent Males following Anterior Cruciate Ligament Reconstruction.](https://www.ncbi.nlm.nih.gov/pubmed/31094620)","Effect of Graft Type on Thigh Circumference, Knee Range of Motion, and Lower Extremity Strength in Pediatric and Adolescent Males following Anterior Cruciate Ligament Reconstruction."
running biomechanics individuals anterior cruciate ligament reconstruction systematic review,TENDON/LIGAMENT,57.5656533241272,"Pairot-de-Fontenay B, Willy RW, Elias ARC, Mizner RL, Dubé MO, Roy JS,","*Sports medicine (Auckland, N.Z.)*",* [Running Biomechanics in Individuals with Anterior Cruciate Ligament Reconstruction: A Systematic Review.](https://www.ncbi.nlm.nih.gov/pubmed/31102111),Running Biomechanics in Individuals with Anterior Cruciate Ligament Reconstruction: A Systematic Review.
stability protocol multicenter randomized clinical trial comparing anterior cruciate ligament reconstruction without lateral extra articular tenodesis individuals high risk graft failure,TENDON/LIGAMENT,76.36924386024475,"Getgood A, Bryant D, Firth A, ",*BMC musculoskeletal disorders*,* [The Stability study: a protocol for a multicenter randomized clinical trial comparing anterior cruciate ligament reconstruction with and without Lateral Extra-articular Tenodesis in individuals who are at high risk of graft failure.](https://www.ncbi.nlm.nih.gov/pubmed/31092226),The Stability study: a protocol for a multicenter randomized clinical trial comparing anterior cruciate ligament reconstruction with and without Lateral Extra-articular Tenodesis in individuals who are at high risk of graft failure.
reliability knee flexion extension lyapunov exponent people without anterior cruciate ligament deficiency,TENDON/LIGAMENT,33.358603715896606,"Nazary-Moghadam S, Salavati M, Esteki A, Akhbari B, Keyhani S, Zeinalzadeh A,",*Journal of sport rehabilitation*,* [Reliability of Knee Flexion-Extension Lyapunov Exponent in people with and Without Anterior Cruciate Ligament Deficiency.](https://www.ncbi.nlm.nih.gov/pubmed/31094623),Reliability of Knee Flexion-Extension Lyapunov Exponent in people with and Without Anterior Cruciate Ligament Deficiency.
development efficient perfusion based protocol whole organ decellularization ovine uterus human sized model vivo application bioscaffolds,TISSUE/BIOMATERIAL,25.41840970516205,"Daryabari SS, Kajbafzadeh AM, Fendereski K, Ghorbani F, Dehnavi M, Rostami M, Garajegayeh BA, Tavangar SM,",*Journal of assisted reproduction and genetics*,* [Development of an efficient perfusion-based protocol for whole-organ decellularization of the ovine uterus as a human-sized model and in vivo application of the bioscaffolds.](https://www.ncbi.nlm.nih.gov/pubmed/31093867),Development of an efficient perfusion-based protocol for whole-organ decellularization of the ovine uterus as a human-sized model and in vivo application of the bioscaffolds.
simple method motor non motor behaviors adult zebrafish,TISSUE/BIOMATERIAL,79.0118396282196,"Selvaraj V, Venkatasubramanian H, Ilango K, Santhakumar K,",*Journal of neuroscience methods*,* [A simple method to study motor and non-motor behaviors in adult zebrafish.](https://www.ncbi.nlm.nih.gov/pubmed/30871986),A simple method to study motor and non-motor behaviors in adult zebrafish.
injectable cholesterol enhanced stereocomplex polylactide thermogel loading chondrocytes optimized cartilage regeneration,TISSUE/BIOMATERIAL,89.07124400138855,"Wang C, Feng N, Chang F, Wang J, Yuan B, Cheng Y, Liu H, Yu J, Zou J, Ding J, Chen X,",*Advanced healthcare materials*,* [Injectable Cholesterol-Enhanced Stereocomplex Polylactide Thermogel Loading Chondrocytes for Optimized Cartilage Regeneration.](https://www.ncbi.nlm.nih.gov/pubmed/31094096),Injectable Cholesterol-Enhanced Stereocomplex Polylactide Thermogel Loading Chondrocytes for Optimized Cartilage Regeneration.
biomechanical properties cranial dura mater puncture defects vitro study,TISSUE/BIOMATERIAL,35.60318052768707,"Aydın HE, Kızmazoglu C, Kaya I, Husemoglu B, Sozer G, Havıtcıoglu H, Arslantas A,",*Journal of Korean Neurosurgical Society*,* [Biomechanical Properties of the Cranial Dura Mater with Puncture Defects : An In Vitro Study.](https://www.ncbi.nlm.nih.gov/pubmed/31089067),Biomechanical Properties of the Cranial Dura Mater with Puncture Defects : An In Vitro Study.
spatially resolved brillouin spectroscopy reveals biomechanical abnormalities mild advanced keratoconus vivo,TISSUE/BIOMATERIAL,64.57292437553406,"Shao P, Eltony AM, Seiler TG, Tavakol B, Pineda R, Koller T, Seiler T, Yun SH,",*Scientific reports*,* [Spatially-resolved Brillouin spectroscopy reveals biomechanical abnormalities in mild to advanced keratoconus in vivo.](https://www.ncbi.nlm.nih.gov/pubmed/31097778),Spatially-resolved Brillouin spectroscopy reveals biomechanical abnormalities in mild to advanced keratoconus in vivo.
biomechanical comparison three crural fascia repair techniques tibial tuberosity advancement surgery,VETERINARY/AGRICULTURAL,49.61155354976654,"Giangarra JE, Lanz OI, Glennon JC, Kobayashi T, Tarkanian M, Tepic S, Werre SR,",*Veterinary and comparative orthopaedics and traumatology : V.C.O.T*,* [Biomechanical Comparison of Three Crural Fascia Repair Techniques for Tibial Tuberosity Advancement Surgery.](https://www.ncbi.nlm.nih.gov/pubmed/31100765),Biomechanical Comparison of Three Crural Fascia Repair Techniques for Tibial Tuberosity Advancement Surgery.
integrin signaling mechanotransduction regulation somatic stem cells,VETERINARY/AGRICULTURAL,73.79196882247925,"Isomursu A, Lerche M, Taskinen ME, Ivaska J, Peuhu E,",*Experimental cell research*,* [Integrin signaling and mechanotransduction in regulation of somatic stem cells.](https://www.ncbi.nlm.nih.gov/pubmed/30817927),Integrin signaling and mechanotransduction in regulation of somatic stem cells.
pacing behaviour laboratory macaques unreliable indicator acute stress,VETERINARY/AGRICULTURAL,52.96893119812012,"Poirier C, Oliver CJ, Castellano Bueno J, Flecknell P, Bateson M,",*Scientific reports*,* [Pacing behaviour in laboratory macaques is an unreliable indicator of acute stress.](https://www.ncbi.nlm.nih.gov/pubmed/31097776),Pacing behaviour in laboratory macaques is an unreliable indicator of acute stress.
