title,topic,pred_val,authors,journal,links,full_title,abstract
development anatomically based customizable three dimensional finite element model pelvic floor support system pop sim1 0,MODELING,82.6% MODELING; 4.5% TISSUE/BIOMATERIAL; 4.3% METHODS,"Gordon MT, DeLancey JOL, Renfroe A, Battles A, Chen L,",*Interface focus*,* [Development of anatomically based customizable three-dimensional finite-element model of pelvic floor support system: POP-SIM1.0.](https://www.ncbi.nlm.nih.gov/pubmed/31263537),Development of anatomically based customizable three-dimensional finite-element model of pelvic floor support system: POP-SIM1.0.,"To develop an anatomically based customizable finite-element (FE) model of the pelvic floor support system to simulate pelvic organ prolapse (POP): POP-SIM1.0. This new simulation platform allows for the construction of an array of models that objectively represent the key anatomical and functional variation in women with and without prolapse to test pathomechanism hypotheses of the prolapse formation. POP-SIM1.0 consists of anatomically based FE models and a suite of Python-based tools developed to rapidly construct FE models by customizing the base model with desired structural parameters. Each model consists of anatomical structures from three support subsystems which can be customized based on magnetic resonance image measurements in women with and without prolapse. The customizable structural parameters include presence of levator ani (LA) avulsion, hiatus size, anterior vaginal wall dimension, attachment fascia length and apical location in addition to the tissue material properties and intra-abdominal pressure loading. After customization, the FE model was loaded with increasing intra-abdominal pressure (0-100 cmH<sub>2</sub>O) and solved using ABAQUS explicit solver. We were able to rapidly construct anatomically based FE models with specific structural geometry which reflects the morphology changes often observed in women with prolapse. At maximum loading, simulated structural deformations have similar anatomical characteristics to those observed during clinical exams and stress magnetic resonance images. Simulation results showed the presence of LA muscle avulsion negatively impacts the pelvic floor support. The normal model with intact muscle had the smallest exposed vaginal length of 11 mm, while the bilateral avulsion produced the largest exposed vaginal length at 24 mm. The unilateral avulsion model had an exposed vaginal length of 18 mm and also demonstrated a tipped perineal body similar to that seen in clinical observation. Increasing the hiatus size, vaginal wall length and fascia length also resulted in worse pelvic floor support, increasing the exposed vaginal length from 18 mm in the base model to 33 mm, 54 mm and 23.5 mm, respectively. The developed POP-SIM1.0 can simulate the anatomical structure changes often observed in women with prolapse. Preliminary results showed that the presence of LA avulsion, enlarged hiatus, longer vaginal wall and fascia length can result in larger prolapse at simulated maximum Valsalva."
novel simulations determine impact superficial perineal structures vaginal delivery,MODELING,74.6% MODELING; 3.0% ORTHOPAEDICS/SURGERY; 2.8% JOINT/CARTILAGE,"Routzong MR, Moalli PA, Maiti S, De Vita R, Abramowitch SD,",*Interface focus*,* [Novel simulations to determine the impact of superficial perineal structures on vaginal delivery.](https://www.ncbi.nlm.nih.gov/pubmed/31263532),Novel simulations to determine the impact of superficial perineal structures on vaginal delivery.,"This study's aim was to determine whether the inclusion of superficial perineal structures in a finite-element simulation of vaginal delivery impacts the pubovisceral muscle and perineal body, two common sites of birth-related injury. The hypothesis, inferred from prevailing literature, was that these structures would have minimal influence (differences less than ±10%). Two models were made using the Visible Human Project's female cadaver to create a rigid, fixed pelvis, musculature held by spring attachments to that pelvis, and a rigid, ellipsoidal fetal head prescribed with an inferior displacement to simulate delivery. Injury site stretch ratios and fetal head and perineal body displacements and angles of progression were compared between the Omitted Model (which excluded the superficial perineal structures as is common practice) and the Included Model (which included them). Included Model stretch ratios were +107%, -9.84% and -14.6% compared to Omitted Model perineal body and right and left pubovisceral muscles, respectively. Included Model peak perineal body inferior displacement was +72.5% greater while similar anterior-posterior displacements took longer to reach. These results refute our hypothesis, suggesting superficial perineal structures impact simulations of vaginal delivery by inhibiting perineal body anterior-posterior displacement, which stretches and inferiorly displaces the perineal body."
biomechanical modeling computer simulation brain neurosurgery,MODELING,95.3% MODELING; 4.3% METHODS; 0.1% CARDIOVASCULAR/CARDIOPULMONARY,"Miller K, Joldes GR, Bourantas G, Warfield SK, Hyde DE, Kikinis R, Wittek A,",*International journal for numerical methods in biomedical engineering*,* [Biomechanical modeling and computer simulation of the brain during neurosurgery.](https://www.ncbi.nlm.nih.gov/pubmed/31400252),Biomechanical modeling and computer simulation of the brain during neurosurgery.,"Computational biomechanics of the brain for neurosurgery is an emerging area of research recently gaining in importance and practical applications. This review paper presents the contributions of the Intelligent Systems for Medicine Laboratory and it's collaborators to this field, discussing the modeling approaches adopted and the methods developed for obtaining the numerical solutions. We adopt a physics-based modeling approach, and describe the brain deformation in mechanical terms (such as displacements, strains and stresses), which can be computed using a biomechanical model, by solving a continuum mechanics problem. We present our modeling approaches related to geometry creation, boundary conditions, loading and material properties. From the point of view of solution methods, we advocate the use of fully nonlinear modeling approaches, capable of capturing very large deformations and nonlinear material behavior. We discuss finite element and meshless domain discretization, the use of the Total Lagrangian formulation of continuum mechanics, and explicit time integration for solving both time-accurate and steady state problems. We present the methods developed for handling contacts and for warping 3D medical images using the results of our simulations. We present two examples to showcase these methods: brain shift estimation for image registration and brain deformation computation for neuronavigation in epilepsy treatment."
investigation cross species scaling methods traumatic brain injury using finite element analysis,MODELING,64.4% MODELING; 24.1% METHODS; 2.3% TISSUE/BIOMATERIAL,"Wu T, Antona-Makoshi J, Alshareef A, Giudice JS, Panzer MB,",*Journal of neurotrauma*,* [Investigation of Cross-Species Scaling Methods for Traumatic Brain Injury Using Finite Element Analysis.](https://www.ncbi.nlm.nih.gov/pubmed/31382861),Investigation of Cross-Species Scaling Methods for Traumatic Brain Injury Using Finite Element Analysis.,"Scaling methods are used to relate animal exposure data to humans by determining equivalent biomechanical impact conditions that result in similar tissue-level mechanics for different species. However, existing scaling methods for traumatic brain injury (TBI) do not account for the anatomical and morphological complexity of the brains for different species and have not been validated based on accurate anatomy and realistic material properties. In this study, the relationship between the head impact condition and brain tissue deformation was investigated using human, baboon, and macaque brain finite element (FE) models, which featured macroscale and mesoscale anatomical details. The objective was to evaluate existing scaling methods in predicting similar biomechanical responses in the different species using both idealized and real-world head impact pulses. A second objective was to develop a new method to improve how animal data is scaled to humans. As previously found in humans, the animal's brain response to the rotational head motion was well characterized by single-degree-of-freedom (sDOF) mechanical systems with resonance at certain natural frequency, and this concept was leveraged to develop a new TBI scaling method based the natural frequency of the sDOF models representing each species. Previously described biomechanical scaling methods based on mass or inertia ratios were poor predictors of equivalent strain. The novel frequency-based scaling method was an improved approach to scaling the equivalent loading conditions. The findings of this study enable better interpretation of mechanical-trauma responses obtained from animal data to the human, thus effectively advance the development of human injury criteria and contribute towards the mitigation of TBI."
novel mechanism mixing pulsing corals,MODELING,29.8% MODELING; 17.1% METHODS; 13.3% CELLULAR/SUBCELLULAR,"Samson JE, Miller LA, Ray D, Holzman R, Shavit U, Khatri S,",*The Journal of experimental biology*,* [A novel mechanism of mixing by pulsing corals.](https://www.ncbi.nlm.nih.gov/pubmed/31315935),A novel mechanism of mixing by pulsing corals.,"The dynamic pulsation of xeniid corals is one of the most fascinating phenomena observed in coral reefs. We quantify for the first time the flow near the tentacles of these soft corals, the active pulsations of which are thought to enhance their symbionts' photosynthetic rates by up to an order of magnitude. These polyps are approximately 1 cm in diameter and pulse at frequencies between approximately 0.5 and 1 Hz. As a result, the frequency-based Reynolds number calculated using the tentacle length and pulse frequency is on the order of 10 and rapidly decays as with distance from the polyp. This introduces the question of how these corals minimize the reversibility of the flow and bring in new volumes of fluid during each pulse. We estimate the Péclet number of the bulk flow generated by the coral as being on the order of 100-1000 whereas the flow between the bristles of the tentacles is on the order of 10. This illustrates the importance of advective transport in removing oxygen waste. Flow measurements using particle image velocimetry reveal that the individual polyps generate a jet of water with positive vertical velocities that do not go below 0.1 cm s<sup>-1</sup> and with average volumetric flow rates of approximately 0.71 cm<sup>3</sup> s<sup>-1</sup> Our results show that there is nearly continual flow in the radial direction towards the polyp with only approximately 3.3% back flow. 3D numerical simulations uncover a region of slow mixing between the tentacles during expansion. We estimate that the average flow that moves through the bristles of the tentacles is approximately 0.03 cm s<sup>-1</sup> The combination of nearly continual flow towards the polyp, slow mixing between the bristles, and the subsequent ejection of this fluid volume into an upward jet ensures the polyp continually samples new water with sufficient time for exchange to occur."
nop receptor antagonists decrease alcohol drinking dark c57bl 6j mice,NEURAL,27.5% NEURAL; 13.4% CELLULAR/SUBCELLULAR; 11.9% COMPARATIVE,"Brunori G, Weger M, Schoch J, Targowska-Duda K, Barnes M, Borruto AM, Rorick-Kehn LM, Zaveri NT, Pintar JE, Ciccocioppo R, Toll L, Cippitelli A,","*Alcoholism, clinical and experimental research*",* [NOP receptor antagonists decrease alcohol drinking in the dark in C57BL/6J mice.](https://www.ncbi.nlm.nih.gov/pubmed/31386211),NOP receptor antagonists decrease alcohol drinking in the dark in C57BL/6J mice.,"The nociceptin/orphanin FQ opioid peptide (NOP) receptor and its endogenous ligand N/OFQ have been implicated in the regulation of drug and alcohol use disorders. In particular, evidence demonstrated that NOP receptor activation blocks reinforcing and motivating effects of alcohol across a range of behavioral measures, including alcohol intake, conditioned place preference and vulnerability to relapse."
il 6 trans signaling brain influences behavioral physio pathological phenotype tg2576 3xtgad mouse models alzheimer disease,NEURAL,32.4% NEURAL; 25.3% CARDIOVASCULAR/CARDIOPULMONARY; 15.3% CELLULAR/SUBCELLULAR,"Escrig A, Canal C, Sanchis P, Fernández-Gayol O, Montilla A, Comes G, Molinero A, Giralt M, Giménez-Llort L, Becker-Pauly C, Rose-John S, Hidalgo J,","*Brain, behavior, and immunity*",* [IL-6 trans-signaling in the brain influences the behavioral and physio-pathological phenotype of the Tg2576 and 3xTgAD mouse models of Alzheimer's disease.](https://www.ncbi.nlm.nih.gov/pubmed/31401302),IL-6 trans-signaling in the brain influences the behavioral and physio-pathological phenotype of the Tg2576 and 3xTgAD mouse models of Alzheimer's disease.,"Alzheimer's disease (AD) is the most commonly diagnosed dementia but its underlying pathological mechanisms still unclear. Neuroinflammation and secretion of cytokines such as interleukin-6 (IL-6) accompany the main hallmarks of the disease: amyloid plaques and neurofibrillary tangles. In this study, we analyzed the role of IL-6 trans-signaling in two mouse models of AD, Tg2576 and 3xTg-AD mice. The inhibition of IL-6 trans-signaling partially rescued the AD-induced mortality in females of both models. Before amyloid plaques deposition, it reversed AD-induced changes in exploration and anxiety (but did not affect locomotion) in Tg2576 female mice. However, after plaque deposition the only behavioral trait affected by the inhibition of IL-6 trans-signaling was locomotion. Results in the Morris water maze suggest that cognitive flexibility was reduced by the blocking of the IL-6 trans-signaling in young and old Tg2576 female mice. The inhibition of IL-6 trans-signaling also decreased amyloid plaque burden in cortex and hippocampus, and Aβ<sub>40</sub> and Aβ<sub>42</sub> levels in the cortex, of Tg2576 female mice. The aforementioned changes might be correlated with changes in blood vessels and matrix structure and organization rather than changes in neuroinflammation. 3xTgAD mice showed a very mild phenotype regarding amyloid cascade, but results were in accordance with those of Tg2576 mice. These results strongly suggest that the inhibition of the IL-6 trans-signaling could represent a powerful therapeutic target in AD."
neurochemical evidence cysteamine modulates amphetamine induced dopaminergic neuronal activity striatum decreasing dopamine release vivo microdialysis freely moving rats,NEURAL,96.0% NEURAL; 1.0% CELLULAR/SUBCELLULAR; 0.6% COMPARATIVE,"Rakovska A, Javitt D, Petkova-Kirova P, Balla A, Ang R, Kalfin R,",*Brain research bulletin*,* [Neurochemical evidence that cysteamine modulates amphetamine-induced dopaminergic neuronal activity in striatum by decreasing dopamine release: an in vivo microdialysis study in freely moving rats.](https://www.ncbi.nlm.nih.gov/pubmed/31401065),Neurochemical evidence that cysteamine modulates amphetamine-induced dopaminergic neuronal activity in striatum by decreasing dopamine release: an in vivo microdialysis study in freely moving rats.,"Elevated striatal dopamine release is thought to be one of the hallmarks of schizophrenia and correlates with its positive symptoms. Cysteamine (2-aminoethane-1-thiol), a compound naturally found in mammalian cells, inhibits amphetamine-induced dopamine-mediated increases in locomotor activity and behavior and blocks amphetamine-induced deficits in sensorimotor gating, suggesting cysteamine interaction with the dopaminergic system. Therefore, in the present study,we examined, in vivo, in the striatum of awake, freely moving rats the effect of cysteamine on the basal andamphetamine-induced release of dopamine, given also the fact that amphetamine-induced psychosis is a widely accepted animal model of schizophrenia.In vivo transversal microdialysis was used to collect the striatal dialysate samples and high performance liquid chromatography (HPLC), coupled with electrochemical detection, to assess the samples dopamine levels.Amphetamine,1µM, administered locally through the microdialysis fiber, running through both the left and right striatum, produced a significant increase in the extracellular level of dopamine. The increase lasted over an hour whendopamine gradually returned to its basal levels. Cysteamine hydrochloride, perfused locally in the sriatum via the microdialysis probe, at a concentration of 100 µM did not change the basal release of dopamine. However, at the same concentration and administered together with amphetamine, 1µM, it completely inhibited the stimulant effect of amphetamine. To our knowledge, our in vivo results are the first to show direct neurochemical evidence that cysteamine is able to modulate amphetamine-induced dopamine neuronal activity in the striatum of awake, freely moving rats by suppressing the increased by amphetamine release of dopamine."
unravelling intra intersegmental neuronal connectivity central pattern generating networks multi legged locomotor system,NEURAL,74.8% NEURAL; 11.4% MODELING; 4.0% COMPARATIVE,"Daun S, Mantziaris C, Tóth T, Büschges A, Rosjat N,",*PloS one*,* [Unravelling intra- and intersegmental neuronal connectivity between central pattern generating networks in a multi-legged locomotor system.](https://www.ncbi.nlm.nih.gov/pubmed/31386699),Unravelling intra- and intersegmental neuronal connectivity between central pattern generating networks in a multi-legged locomotor system.,"Animal walking results from a complex interplay of central pattern generating networks (CPGs), local sensory signals expressing position, velocity and forces generated in the legs, and coordinating signals between neighboring legs. In particular, the CPGs control the activity of motoneuron (MN) pools which drive the muscles of the individual legs and are thereby responsible for the generation of rhythmic leg movements. The rhythmic activity of the CPGs as well as their connectivity can be modified by the aforementioned sensory signals. However, the precise nature of the interaction between the CPGs and these sensory signals has remained generally largely unknown. Experimental methods aiming at finding out details of these interactions often apply cholinergic agonists such as pilocarpine in order to induce rhythmic activity in the CPGs. Using this general approach, we removed the influence of sensory signals and investigated the putative connections between CPGs controlling the upward/downward movement in the different legs of the stick insect. The experimental data, i.e. the measured MN activities, underwent connectivity analysis using Dynamic Causal Modelling (DCM). This method can uncover the underlying coupling structure and strength between pairs of segmental CPGs. For the analysis we set up different coupling schemes (models) for DCM and compared them using Bayesian Model Selection (BMS). Models with contralateral connections in each segment and ipsilateral connections on both sides, as well as the coupling from the meta- to the ipsilateral prothoracic ganglion were preferred by BMS to all other types of models tested. Moreover, the intrasegmental coupling strength in the mesothoracic ganglion was the strongest and most stable in all three ganglia."
strain sex based glucocentric behavioral differences kk hlj c57bl 6j mice,NEURAL,21.1% NEURAL; 10.8% BONE; 9.4% METHODS,"Inglis A, Shibin S, Ubungen R, Farooq S, Mata P, Thiam J, Al-Mohanna FA, Collison KS,",*Physiology & behavior*,* [Strain and sex-based glucocentric & behavioral differences between KK/HlJ and C57BL/6J mice.](https://www.ncbi.nlm.nih.gov/pubmed/31400379),Strain and sex-based glucocentric & behavioral differences between KK/HlJ and C57BL/6J mice.,"Small-animal models are the most widely used preclinical model for studying the etiology, pathology and treatment of diabetes, prediabetes and diabetic comorbidities. Diabetic patients are burdened with higher rates of depression, anxiety and cognitive decline due to inadequate control of blood glucose levels, vascular damage and aberrant CNS insulin signaling. The C57BL/6J model is amongst the most widely used mouse model due to its susceptibility to diet-induced obesity (DIO). This strain has also been well-characterized in behavioral research studies. However the C57BL/6J model has a number of limitations: [1] overt fasting hyperglycemia can only be induced by dietary manipulation and/or chemical ablation of the pancreatic beta cells. [2] There is heterogeneity in the obesogenic response to hypercaloric feeding as well as sex-dependent differences, with males being more responsive. The KK inbred strain has been used to study aspects of the metabolic syndrome and prediabetes due to inherent glucose intolerance, hyperinsulinemia and insulin resistance. However KK/HlJ mice are less well-characterized and there have been fewer behavioral studies reported. The aim of this study was to examine differences in male and female glucocentric parameters between KK/HlJ and C57BL/6J mice, and to compare their performance in a variety of standard behavioral tests relating to general, anxiogenic and cognitive paradigms."
forward genetic screen caenorhabditis elegans mutants shortened locomotor healthspan,NEURAL,68.2% NEURAL; 11.3% COMPARATIVE; 4.9% GAIT/LOCOMOTION,"Kawamura K, Maruyama IN,","*G3 (Bethesda, Md.)*",* [Forward Genetic Screen for <i>Caenorhabditis elegans</i> Mutants with a Shortened Locomotor Healthspan.](https://www.ncbi.nlm.nih.gov/pubmed/31213517),Forward Genetic Screen for <i>Caenorhabditis elegans</i> Mutants with a Shortened Locomotor Healthspan.,"Two people with the same lifespan do not necessarily have the same healthspan. One person may retain locomotor and cognitive abilities until the end of life, while another person may lose them during adulthood. Unbiased searches for genes that are required to maintain locomotor ability during adulthood may uncover key regulators of locomotor healthspan. Here, we take advantage of the relatively short lifespan of the nematode <i>Caenorhabditis elegans</i> and develop a novel screening procedure to collect mutants with locomotor deficits that become apparent in adulthood. After ethyl methanesulfonate mutagenesis, we isolated five <i>C. elegans</i> mutant strains that progressively lose adult locomotor ability. In one of the mutant strains, a nonsense mutation in <i>elpc-2</i>, which encodes Elongator Complex Protein Component 2, causes a progressive decline in locomotor ability during adulthood. Mutants and mutations identified in the present screen may provide insights into mechanisms of age-related locomotor impairment and the maintenance of locomotor healthspan."
cognitive behavioral effects brief seizures mice,NEURAL,62.9% NEURAL; 8.8% METHODS; 5.7% GAIT/LOCOMOTION,"Batterman AI, DeChiara J, Islam A, Brenner MB, Fischer BD, Buono RJ, Keck TM, Ferraro TN,",*Epilepsy & behavior : E&B*,* [Cognitive and behavioral effects of brief seizures in mice.](https://www.ncbi.nlm.nih.gov/pubmed/31398689),Cognitive and behavioral effects of brief seizures in mice.,"Comorbidities associated with epilepsy greatly reduce patients' quality of life. Since antiepilepsy drugs show limited success in ameliorating cognitive and behavioral symptoms, there is a need to better understand the mechanisms underlying epilepsy-related cognitive and behavioral impairments. Most prior research addressing this problem has focused on chronic epilepsy, wherein many factors can simultaneously impact cognition and behavior. The purpose of the present study was to develop a testing paradigm using mice that can provide new insight into how short-term biological changes underlying acute seizures impact cognition and behavior. In Experiment 1, naïve C57BL/6J mice were subjected to either three brief, generalized electroconvulsive seizure (ECS) or three sham treatments equally spaced over the course of 30 min. Over the next 2 h, mice were tested in a novel object recognition paradigm. Follow-up studies examined locomotor activity immediately before and after (Experiment 2), immediately after (Experiment 3), and 45 min after (Experiment 4) a set of three ECS or sham treatments. Whereas results demonstrated that there was no statistically significant difference in recognition memory acquisition between ECS and sham-treated mice, measures of anxiety-like behavior were increased and novel object interest was decreased in ECS-treated mice compared with that in sham. Interestingly, ECS also produced a delayed inhibitory effect on locomotion, decreasing open-field activity 45-min posttreatment compared to sham. We conclude that a small cluster of brief seizures can have acute, behaviorally relevant effects in mice, and that greater emphasis should be placed on events that take place before chronic epilepsy is established in order to better understand epilepsy-related cognitive and behavioral impairments. Future research would benefit from using the paradigms defined above to study the effects of individual seizures on mouse cognition and behavior."
developmental milestones behavior infant rats role sensory input whiskers,NEURAL,61.7% NEURAL; 10.2% COMPARATIVE; 5.6% GAIT/LOCOMOTION,"Smirnov K, Sitnikova E,",*Behavioural brain research*,* [Developmental milestones and behavior of infant rats: The role of sensory input from whiskers.](https://www.ncbi.nlm.nih.gov/pubmed/31398362),Developmental milestones and behavior of infant rats: The role of sensory input from whiskers.,"Developmental milestones are behavioral and physical skills which are considered as markers of neurodevelopment. In rodents, sensory input from whiskers plays a crucial role in development of brain functions. Development of whisker system in rats includes the early period of passive whisker touch (PN1-8) before the onset of coordinated whisker movements which underlie active sensing. Inasmuch as transitioning from passive to active sensing requires a strong sensorimotor integration, we assume that the effect of whisker deprivation during the period of passive touch is unfavorable for neurodevelopment, but deprivation after the onset of active sensing might elicit less harmful effect due to compensatory neuroplalstic changes. Here we examined the effect of complete WT in WAG/Rij rats during PN1-8 and PN9-16 (active sensing) on achieving developmental milestones (e.g., eyelid opening, walking, self-grooming, rearing activity, physical maturation of forelimbs), locomotor activity and body weight. Control groups underwent sham trimming during the same periods. WT during PN1-8 caused a delay in achieving all investigated milestones, but trimming during PN9-16 delayed only self-grooming. Both trimming/sham during PN9-16 caused a delay in explorative behavior, but accelerated self-grooming. These changes are likely to link with the effect of manipulations during PN9-16 in previously unhandled pups, but not specifically with WT. In general, developmental milestones appeared to be an informative tool to access neurodevelopment in rat pups and might have a translational value for studying developmental disorders during early life."
r ketamine induce differential fmri responses conscious rats,NEURAL,95.5% NEURAL; 1.0% CELLULAR/SUBCELLULAR; 0.6% COMPARATIVE,"Masaki Y, Kashiwagi Y, Watabe H, Abe K,","*Synapse (New York, N.Y.)*",* [(R)- and (S)-ketamine induce differential fMRI responses in conscious rats.](https://www.ncbi.nlm.nih.gov/pubmed/31397936),(R)- and (S)-ketamine induce differential fMRI responses in conscious rats.,"(R,S)-ketamine exerts robust antidepressant effects in patients with depression when given at sub-anesthetic doses. Each of the enantiomers in this racemic mixture, (R)-ketamine and (S)-ketamine, have been reported to exert antidepressant effects individually. However, the neuropharmacological effects of these enantiomers and the mechanisms underlying their antidepressive actions have not yet been fully elucidated. Therefore, we investigated the effect of (R,S)-, (R)- and (S)-ketamine on brain activity by functional MRI (fMRI) in conscious rats and compared these with that of N-methyl-D-aspartate receptor (NMDAR) antagonist MK-801 (n = 5~7). We also assessed their pharmacokinetic profiles (n = 4) and their behavioral effects (n = 7~9). This pharmacological MRI study revealed a significant positive response to (S)-ketamine specifically in the cortex, nucleus accumbens and striatum. In contrast, negative fMRI responses were observed in various brain regions after (R)-ketamine administration. (R,S)-ketamine, evoked significant positive fMRI responses specifically in the cortex, nucleus accumbens and striatum, and this fMRI response pattern was comparable with that of (S)-ketamine. MK-801 induced similar fMRI response pattern to (S)-ketamine. The fMRI responses to (S)-ketamine and MK-801 showed differential temporal profiles, which corresponded with brain concentration profiles. (S)-ketamine and MK-801 significantly increased locomotor activity, while (R)-ketamine produced no noticeable change. (R,S)-ketamine tended to increase locomotor activity. Our novel fMRI findings show that (R)-ketamine and (S)-ketamine induce completely different fMRI response patterns on rat, and that the response produced by the latter is similar to that elicited by an NMDAR antagonist. Our findings provide insight into the antidepressant mechanism of (R,S)-ketamine. This article is protected by copyright. All rights reserved."
gpr88 d1r type d2r type medium spiny neurons differentially regulates affective motor behavior,NEURAL,90.0% NEURAL; 3.1% COMPARATIVE; 1.2% GAIT/LOCOMOTION,"Meirsman AC, Ben Hamida S, Clarke E, de Kerchove d'Exaerde A, Darcq E, Kieffer BL,",*eNeuro*,* [GPR88 in D1R-Type and D2R-Type Medium Spiny Neurons Differentially Regulates Affective and Motor Behavior.](https://www.ncbi.nlm.nih.gov/pubmed/31346000),GPR88 in D1R-Type and D2R-Type Medium Spiny Neurons Differentially Regulates Affective and Motor Behavior.,"The orphan receptor GPR88 is highly expressed in D1 receptor (D1R)- and D2R-medium spiny neurons (MSNs) and has been associated to striatum-dependent functions in rodents. The total deletion of <i>Gpr88</i> in mice was shown to decrease anxiety-like behaviors, increase stereotypies and locomotion, and impair motor coordination and motor learning. Knowing the opposing role of D1R- and D2R-MSNs, we here investigated the respective roles of GPR88 in the two MSN subtypes for these behaviors. To do so, we compared effects of a conditional <i>Gpr88</i> gene knock-out (KO) in D1R-MSNs (D1R-<i>Gpr88</i> mice) or D2R-MSNs (A<sub>2A</sub>R-<i>Gpr88</i> mice) with effects of the total <i>Gpr88</i> KO (CMV-<i>Gpr88</i> mice). Overall, most phenotypes of CMV-<i>Gpr88</i> mice were recapitulated in A<sub>2A</sub>R-<i>Gpr88</i> mice, including reduced marble burying, increased social interactions, increased locomotor activity and stereotypies in the open field, and reduced motor coordination in the rotarod. Exceptions were the reduced habituation to the open field and reduced motor skill learning, which were observed in CMV-<i>Gpr88</i> and D1R-<i>Gpr88</i> mice, but not in A<sub>2A</sub>R-<i>Gpr88</i> mice. D1R-<i>Gpr88</i> mice otherwise showed no other phenotype in this study. Our data together show that GPR88 modulates the function of both D1R- and D2R-MSNs, and that GPR88 activity in these two neuron populations has very different and dissociable impacts on behavior. We suggest that GPR88 in D2R-MSNs shapes defensive and social behavior and contributes in maintaining the inhibition of basal ganglia outputs to control locomotion, stereotypies and motor coordination, while GPR88 in D1R-MSNs promotes novelty habituation and motor learning."
increased depression related behavior postpartum period inbred balb c c57bl 6 strains,NEURAL,39.4% NEURAL; 18.5% COMPARATIVE; 11.1% VETERINARY/AGRICULTURAL,"Shoji H, Miyakawa T,",*Molecular brain*,* [Increased depression-related behavior during the postpartum period in inbred BALB/c and C57BL/6 strains.](https://www.ncbi.nlm.nih.gov/pubmed/31399102),Increased depression-related behavior during the postpartum period in inbred BALB/c and C57BL/6 strains.,"Pregnancy and lactation are characterized by dramatic changes in the endocrine system and brain in mammalian females. These changes, with stress before pregnancy, are potential risk factors for the development of postpartum depression (PPD). A valid animal model of PPD is needed to understand the neurobiological basis of the depressive state of females. To explore a mouse model of PPD, we first assessed anxiety-like and depression-related behaviors in nulliparous (virgin), nonlactating primiparous, and lactating primiparous females in four inbred strains of mice (C57BL/6J, C57BL/6JJcl, BALB/cAnNCrlCrlj, and BALB/cAJcl). Pups from the nonlactating female group were removed one day after parturition to examine the effects of physical interaction with pups on the postpartum behaviors. Second, we investigated the additional effects of prepregnancy stress (restraint stress for 6 h/day for 21 days) on postpartum behaviors in the BALB/cAJcl strain. We found that females of the two BALB/c substrains showed decreased locomotor activity and increased anxiety-like and depression-related behaviors compared with females of the two C57BL/6 substrains. Behavioral differences were also observed between the two substrains of each strain. Additionally, pregnancy- and lactation-dependent behavioral differences were found in some strains: lactating BALB/cAJcl females traveled shorter distance than the females of the other reproductive state groups, while nonlactating and lactating BALB/cAJcl and C57BL/6J females showed increased depression-related behavior compared with nulliparous females. Lactating BALB/cAJcl and C57BL/6JJcl females exhibited decreased sucrose preference or anhedonia-like behavior compared with nulliparous and nonlactating females, although these results did not reach statistical significance after correction for multiple testing. An additional independent experiment replicated the marked behavioral changes in lactating BALB/cAJcl females. Moreover, increased anxiety-like behavior was observed in lactating BALB/cAJcl females that experienced prepregnancy stress. These results suggest genetic contributions to the regulation of anxiety-like and depression-related behaviors in female mice. Furthermore, this study suggests that pregnancy and lactation cause decreased locomotor activity and increased depression-related behaviors, which was consistently found in our results, and that prepregnancy stress enhances anxiety-like behavior in the BALB/cAJcl strain. The inbred strain of female mice may be used as a potential model of PPD to further study the genetic and neurobiological mechanisms underlying the development of this disorder."
reducing extent facetectomy may decrease morbidity failed back surgery syndrome,ORTHOPAEDICS/SPINE,81.1% ORTHOPAEDICS/SPINE; 3.7% ORTHOPAEDICS/SURGERY; 3.2% VETERINARY/AGRICULTURAL,"Li J, Zhang X, Xu W, Xi Z, Xie L,",*BMC musculoskeletal disorders*,* [Reducing the extent of facetectomy may decrease morbidity in failed back surgery syndrome.](https://www.ncbi.nlm.nih.gov/pubmed/31399086),Reducing the extent of facetectomy may decrease morbidity in failed back surgery syndrome.,"Percutaneous transforaminal endoscopic discectomy (PTED) is widely used for the treatment of lumbar disc herniation. Facetectomy in PTED is necessary for accessing the intraspinal region and for decompressing the exiting nerve roots in patients who suffer from hypertrophy of the facet joints. However, this may increase morbidity in failed back surgery syndrome (FBSS) and has not been clearly elucidated."
computed tomographic evaluation adjacent segment motion ex vivo fusion equine third fourth cervical vertebrae,ORTHOPAEDICS/SPINE,50.6% ORTHOPAEDICS/SPINE; 43.9% VETERINARY/AGRICULTURAL; 0.9% METHODS,"Schulze N, Ehrle A, Weller R, Fritsch G, Gernhardt J, Ben Romdhane R, Lischer C,",*Veterinary and comparative orthopaedics and traumatology : V.C.O.T*,* [Computed Tomographic Evaluation of Adjacent Segment Motion after Ex Vivo Fusion of Equine Third and Fourth Cervical Vertebrae.](https://www.ncbi.nlm.nih.gov/pubmed/31387122),Computed Tomographic Evaluation of Adjacent Segment Motion after Ex Vivo Fusion of Equine Third and Fourth Cervical Vertebrae.," Surgical fusion of vertebral segments is a treatment option for horses with cervical stenotic myelopathy or cervical fracture.Degenerative disease affecting adjacent vertebral segments is a reported complication following surgical vertebral fusion in other species, termed adjacent segment disease. The aim of this study was to evaluate the impact of cervical vertebral fusion on the biomechanics of adjacent vertebral segments in the horse."
