title,keywords,everything,topic,authors,journal,links
influence of ceramic materials on biomechanical behavior of implant supported fixed prosthesis with hybrid abutment.,dental ceramics dental implant-abutment design dental implants finite element analysis material testing,influence of ceramic materials on biomechanical behavior of implant supported fixed prosthesis with hybrid abutment.,DENTAL/ORAL/FACIAL,"Tribst JPM, Dal Piva AM, Özcan M, Borges ALS, Bottino MA,",*The European journal of prosthodontics and restorative dentistry*,* [Influence of Ceramic Materials on Biomechanical Behavior of Implant Supported Fixed Prosthesis with Hybrid Abutment.](https://www.ncbi.nlm.nih.gov/pubmed/31046208)
ferrule design does not affect the biomechanical behavior of anterior teeth under mechanical fatigue: an  in vitro evaluation.,,ferrule design does not affect the biomechanical behavior of anterior teeth under mechanical fatigue: an  in vitro evaluation.,DENTAL/ORAL/FACIAL,"Figueiredo FE, Santos RC, Silva AS, Valdívia AD, Oliveira-Neto LA, Griza S, Soares CJ, Faria-E-Silva AL,",*Operative dentistry*,* [Ferrule Design Does Not Affect the Biomechanical Behavior of Anterior Teeth Under Mechanical Fatigue: An <i>In Vitro</i> Evaluation.](https://www.ncbi.nlm.nih.gov/pubmed/30517067)
"slick, stretchy fascia underlies the sliding tongue of rorquals.",biomechanics feeding tissue tongue whale,"slick, stretchy fascia underlies the sliding tongue of rorquals.",DENTAL/ORAL/FACIAL,"Werth AJ, Lillie MA, Piscitelli MA, Wayne Vogl A, Shadwick RE,","*Anatomical record (Hoboken, N.J. : 2007)*","* [Slick, Stretchy Fascia Underlies the Sliding Tongue of Rorquals.](https://www.ncbi.nlm.nih.gov/pubmed/30447133)"
in vivo prediction of temporomandibular joint disc thickness and position changes for different jaw positions.,"
magnetic resonance imaging
 temporomandibular joint temporomandibular joint disc temporomandibular joint morphology",in vivo prediction of temporomandibular joint disc thickness and position changes for different jaw positions.,DENTAL/ORAL/FACIAL,"Sagl B, Schmid-Schwap M, Piehslinger E, Kronnerwetter C, Kundi M, Trattnig S, Stavness I,",*Journal of anatomy*,* [In vivo prediction of temporomandibular joint disc thickness and position changes for different jaw positions.](https://www.ncbi.nlm.nih.gov/pubmed/30786005)
a 3d finite element analysis of glass fiber reinforcement designs on the stress of an implant-supported overdenture.,,a 3d finite element analysis of glass fiber reinforcement designs on the stress of an implant-supported overdenture.,DENTAL/ORAL/FACIAL,"Berger G, Pereira LFO, Souza EM, Rached RN,",*The Journal of prosthetic dentistry*,* [A 3D finite element analysis of glass fiber reinforcement designs on the stress of an implant-supported overdenture.](https://www.ncbi.nlm.nih.gov/pubmed/31010592)
finite element analysis of stresses on adjacent teeth during the traction of palatally impacted canines.,3d adjacent teeth biomechanics finite element analysis palatally impacted canine stress distribution,finite element analysis of stresses on adjacent teeth during the traction of palatally impacted canines.,DENTAL/ORAL/FACIAL,"Zeno KG, El-Mohtar SJ, Mustapha S, Ghafari JG,",*The Angle orthodontist*,* [Finite element analysis of stresses on adjacent teeth during the traction of palatally impacted canines.](https://www.ncbi.nlm.nih.gov/pubmed/30516417)
"biomechanics of lasik flap and smile cap: a prospective, clinical study.",,"biomechanics of lasik flap and smile cap: a prospective, clinical study.",DENTAL/ORAL/FACIAL,"Khamar P, Shetty R, Vaishnav R, Francis M, Nuijts RMMA, Sinha Roy A,","*Journal of refractive surgery (Thorofare, N.J. : 1995)*","* [Biomechanics of LASIK Flap and SMILE Cap: A Prospective, Clinical Study.](https://www.ncbi.nlm.nih.gov/pubmed/31059582)"
the african ape-like foot of  ardipithecus ramidus and its implications for the origin of bipedalism.,ardipithecus foot hominin ecology evolutionary biology human,the african ape-like foot of  ardipithecus ramidus and its implications for the origin of bipedalism.,EVOLUTION/ANTHROPOLOGY,"Prang TC,",*eLife*,* [The African ape-like foot of <i>Ardipithecus ramidus</i> and its implications for the origin of bipedalism.](https://www.ncbi.nlm.nih.gov/pubmed/31038121)
"the plantaris muscle: too important to be forgotten. a review of evolution, anatomy, clinical implications and biomechanical properties.",,"the plantaris muscle: too important to be forgotten. a review of evolution, anatomy, clinical implications and biomechanical properties.",EVOLUTION/ANTHROPOLOGY,"Vlaic J, Josipovic M, Bohacek I, Jelic M,",*The Journal of sports medicine and physical fitness*,"* [The plantaris muscle: too important to be forgotten. A review of evolution, anatomy, clinical implications and biomechanical properties.](https://www.ncbi.nlm.nih.gov/pubmed/30936418)"
comparative three-dimensional moment arm analysis of the sauropod forelimb: implications for the transition to a wide-gauge stance in titanosaurs.,forelimb musculoskeletal modeling posture sauropod titanosaur,comparative three-dimensional moment arm analysis of the sauropod forelimb: implications for the transition to a wide-gauge stance in titanosaurs.,EVOLUTION/ANTHROPOLOGY,"Klinkhamer AJ, Mallison H, Poropat SF, Sloan T, Wroe S,","*Anatomical record (Hoboken, N.J. : 2007)*",* [Comparative Three-Dimensional Moment Arm Analysis of the Sauropod Forelimb: Implications for the Transition to a Wide-Gauge Stance in Titanosaurs.](https://www.ncbi.nlm.nih.gov/pubmed/30315633)
identification of avian flapping motion from non-volant winged dinosaurs based on modal effective mass analysis.,,identification of avian flapping motion from non-volant winged dinosaurs based on modal effective mass analysis.,EVOLUTION/ANTHROPOLOGY,"Talori YS, Zhao JS, Liu YF, Lu WX, Li ZH, O'Connor JK,",*PLoS computational biology*,* [Identification of avian flapping motion from non-volant winged dinosaurs based on modal effective mass analysis.](https://www.ncbi.nlm.nih.gov/pubmed/31048911)
convergent inactivation of the skin-specific c-c motif chemokine ligand 27 in mammalian evolution.,chemokines gene loss inflammation skin,convergent inactivation of the skin-specific c-c motif chemokine ligand 27 in mammalian evolution.,EVOLUTION/ANTHROPOLOGY,"Lopes-Marques M, Alves LQ, Fonseca MM, Secci-Petretto G, Machado AM, Ruivo R, Castro LFC,",*Immunogenetics*,* [Convergent inactivation of the skin-specific C-C motif chemokine ligand 27 in mammalian evolution.](https://www.ncbi.nlm.nih.gov/pubmed/31049641)
anatomical variation of habitat-related changes in scapular morphology.,ct analysis mammalian morphology scapula,anatomical variation of habitat-related changes in scapular morphology.,EVOLUTION/ANTHROPOLOGY,"Matsuo T, Morita F, Tani D, Nakamura H, Higurashi Y, Ohgi J, Luziga C, Wada N,","*Anatomia, histologia, embryologia*",* [Anatomical variation of habitat-related changes in scapular morphology.](https://www.ncbi.nlm.nih.gov/pubmed/30695813)
"morphology, shape variation and movement of skeletal elements in starfish (asterias rubens).",contrast agents joints kinematic chain micro-computed tomography staining ultrastructure,"morphology, shape variation and movement of skeletal elements in starfish (asterias rubens).",EVOLUTION/ANTHROPOLOGY,"Schwertmann L, Focke O, Dirks JH,",*Journal of anatomy*,"* [Morphology, shape variation and movement of skeletal elements in starfish (Asterias rubens).](https://www.ncbi.nlm.nih.gov/pubmed/30861581)"
shrinking circles: adaptation to increased curvature gain in redirected walking.,,shrinking circles: adaptation to increased curvature gain in redirected walking.,EVOLUTION/ANTHROPOLOGY,"Bolling L, Stein N, Steinicke F, Lappe M,",*IEEE transactions on visualization and computer graphics*,* [Shrinking Circles: Adaptation to Increased Curvature Gain in Redirected Walking.](https://www.ncbi.nlm.nih.gov/pubmed/30794515)
the evolutionary history of the human face.,,the evolutionary history of the human face.,EVOLUTION/ANTHROPOLOGY,"Lacruz RS, Stringer CB, Kimbel WH, Wood B, Harvati K, O'Higgins P, Bromage TG, Arsuaga JL,",*Nature ecology & evolution*,* [The evolutionary history of the human face.](https://www.ncbi.nlm.nih.gov/pubmed/30988489)
relating neuromuscular control to functional anatomy of limb muscles in extant archosaurs.,evolution locomotion morphology musculoskeletal system neural control,relating neuromuscular control to functional anatomy of limb muscles in extant archosaurs.,EVOLUTION/ANTHROPOLOGY,"Cuff AR, Daley MA, Michel KB, Allen VR, Lamas LP, Adami C, Monticelli P, Pelligand L, Hutchinson JR,",*Journal of morphology*,* [Relating neuromuscular control to functional anatomy of limb muscles in extant archosaurs.](https://www.ncbi.nlm.nih.gov/pubmed/30847966)
long-term adaptations of habitual barefoot locomotion on foot morphology and biomechanics during childhood and adolescence (phd academy award).,adolescent biomechanics children foot running,long-term adaptations of habitual barefoot locomotion on foot morphology and biomechanics during childhood and adolescence (phd academy award).,EVOLUTION/ANTHROPOLOGY,"Hollander K,",*British journal of sports medicine*,* [Long-term adaptations of habitual barefoot locomotion on foot morphology and biomechanics during childhood and adolescence (PhD Academy Award).](https://www.ncbi.nlm.nih.gov/pubmed/30377177)
nanoparticles in foods? a multiscale physiopathological investigation of iron oxide nanoparticle effects on rats after an acute oral exposure: trace element biodistribution and cognitive capacities.,iron oxide nanoparticles oral gavage physiopathology rat toxicity,nanoparticles in foods? a multiscale physiopathological investigation of iron oxide nanoparticle effects on rats after an acute oral exposure: trace element biodistribution and cognitive capacities.,EVOLUTION/ANTHROPOLOGY,"Askri D, Ouni S, Galai S, Chovelon B, Arnaud J, Sturm N, Lehmann SG, Sakly M, Amara S, Sève M,",*Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association*,* [Nanoparticles in foods? A multiscale physiopathological investigation of iron oxide nanoparticle effects on rats after an acute oral exposure: Trace element biodistribution and cognitive capacities.](https://www.ncbi.nlm.nih.gov/pubmed/30878530)
the mechanical origins of arm-swinging.,arboreal locomotion bats brachiation primates sloths suspensory locomotion,the mechanical origins of arm-swinging.,EVOLUTION/ANTHROPOLOGY,"Granatosky MC, Schmitt D,",*Journal of human evolution*,* [The mechanical origins of arm-swinging.](https://www.ncbi.nlm.nih.gov/pubmed/31010544)
trabecular architecture of the great ape and human femoral head.,"
gorilla
 
pan
 
pongo
 african apes cancellous bone functional morphology hominid",trabecular architecture of the great ape and human femoral head.,EVOLUTION/ANTHROPOLOGY,"Georgiou L, Kivell TL, Pahr DH, Buck LT, Skinner MM,",*Journal of anatomy*,* [Trabecular architecture of the great ape and human femoral head.](https://www.ncbi.nlm.nih.gov/pubmed/30793309)
a role for the lower visual field information in stair climbing.,handrail locomotion peripheral vision stair climbing vision visual field,a role for the lower visual field information in stair climbing.,GAIT/LOCOMOTION,"Miyasike-daSilva V, Singer JC, McIlroy WE,",*Gait & posture*,* [A role for the lower visual field information in stair climbing.](https://www.ncbi.nlm.nih.gov/pubmed/30875603)
"how normal is normal: consequences of stride to stride variability, treadmill walking and age when using normative paediatric gait data.","cerebral palsy,biomechanics clinical gait analysis human body model rehabilitation","how normal is normal: consequences of stride to stride variability, treadmill walking and age when using normative paediatric gait data.",GAIT/LOCOMOTION,"Oudenhoven LM, Booth ATC, Buizer AI, Harlaar J, van der Krogt MM,",*Gait & posture*,"* [How normal is normal: Consequences of stride to stride variability, treadmill walking and age when using normative paediatric gait data.](https://www.ncbi.nlm.nih.gov/pubmed/30925353)"
contribution of vision and its age-related changes to postural stability in obstacle crossing during locomotion.,gait obstacle crossing older adults postural stability vision visual field,contribution of vision and its age-related changes to postural stability in obstacle crossing during locomotion.,GAIT/LOCOMOTION,"Kunimune S, Okada S,",*Gait & posture*,* [Contribution of vision and its age-related changes to postural stability in obstacle crossing during locomotion.](https://www.ncbi.nlm.nih.gov/pubmed/30925352)
physical function and performance measures of children and adolescents with charcot-marie-tooth disease.,foot posture index neuropathy adolescent children muscle strength rehabilitation,physical function and performance measures of children and adolescents with charcot-marie-tooth disease.,GAIT/LOCOMOTION,"Baptista CR, Nascimento-Elias AH, Garcia B, Testa A, Domingues PC, Martinez EZ, Marques W, Mattiello-Sverzut AC,",*Physiotherapy theory and practice*,* [Physical function and performance measures of children and adolescents with Charcot-Marie-Tooth disease.](https://www.ncbi.nlm.nih.gov/pubmed/31046526)
does dynamic tape change the walking biomechanics of women with greater trochanteric pain syndrome? a blinded randomised controlled crossover trial.,gait gluteal tendinopathy greater trochanteric pain syndrome hip adduction hip biomechanics lateral hip pain sports tape treatment women,does dynamic tape change the walking biomechanics of women with greater trochanteric pain syndrome? a blinded randomised controlled crossover trial.,GAIT/LOCOMOTION,"Robinson NA, Spratford W, Welvaert M, Gaida J, Fearon AM,",*Gait & posture*,* [Does Dynamic Tape change the walking biomechanics of women with greater trochanteric pain syndrome? A blinded randomised controlled crossover trial.](https://www.ncbi.nlm.nih.gov/pubmed/30921578)
caffeine enhances activity thermogenesis and energy expenditure in rats.,energy expenditure non-exercise activity thermogenesis physical activity skeletal muscle thermogenesis,caffeine enhances activity thermogenesis and energy expenditure in rats.,GAIT/LOCOMOTION,"Clark KS, Coleman C, Shelton R, Heemstra LA, Novak CM,",*Clinical and experimental pharmacology & physiology*,* [Caffeine enhances activity thermogenesis and energy expenditure in rats.](https://www.ncbi.nlm.nih.gov/pubmed/30620415)
sagittal plane walking biomechanics in individuals with knee osteoarthritis after quadriceps strengthening.,functional data analysis internal knee extension moment knee flexion angle vertical ground reaction force waveform analysis,sagittal plane walking biomechanics in individuals with knee osteoarthritis after quadriceps strengthening.,GAIT/LOCOMOTION,"Davis HC, Luc-Harkey BA, Seeley MK, Troy Blackburn J, Pietrosimone B,",*Osteoarthritis and cartilage*,* [Sagittal plane walking biomechanics in individuals with knee osteoarthritis after quadriceps strengthening.](https://www.ncbi.nlm.nih.gov/pubmed/30660722)
preferred walking speed on rough terrain: is it all about energetics?,balance cost of transport locomotion optimization stability,preferred walking speed on rough terrain: is it all about energetics?,GAIT/LOCOMOTION,"Gast K, Kram R, Riemer R,",*The Journal of experimental biology*,* [Preferred walking speed on rough terrain: is it all about energetics?](https://www.ncbi.nlm.nih.gov/pubmed/30910832)
years of running experience influences stride-to-stride fluctuations and adaptive response during step frequency perturbations in healthy distance runners.,adaptability cadence long-range correlation novice stability,years of running experience influences stride-to-stride fluctuations and adaptive response during step frequency perturbations in healthy distance runners.,GAIT/LOCOMOTION,"Agresta CE, Goulet GC, Peacock J, Housner J, Zernicke RF, Zendler JD,",*Gait & posture*,* [Years of running experience influences stride-to-stride fluctuations and adaptive response during step frequency perturbations in healthy distance runners.](https://www.ncbi.nlm.nih.gov/pubmed/30959429)
protective stepping in multiple sclerosis: impacts of a single session of in-place perturbation practice.,balance fall prevention multiple sclerosis protective stepping,protective stepping in multiple sclerosis: impacts of a single session of in-place perturbation practice.,GAIT/LOCOMOTION,"Van Liew C, Dibble LE, Hunt GR, Foreman KB, Peterson DS,",*Multiple sclerosis and related disorders*,* [Protective stepping in multiple sclerosis: Impacts of a single session of in-place perturbation practice.](https://www.ncbi.nlm.nih.gov/pubmed/30716530)
hip extension power and abduction power asymmetry as independent predictors of walking speed in individuals with unilateral lower-limb amputation.,amputation isokinetic locomotion lower extremity muscle strength,hip extension power and abduction power asymmetry as independent predictors of walking speed in individuals with unilateral lower-limb amputation.,GAIT/LOCOMOTION,"Crozara LF, Marques NR, LaRoche DP, Pereira AJ, Silva FCC, Flores RC, Payão SLM,",*Gait & posture*,* [Hip extension power and abduction power asymmetry as independent predictors of walking speed in individuals with unilateral lower-limb amputation.](https://www.ncbi.nlm.nih.gov/pubmed/30965183)
changes in the control of obstacle crossing in middle age become evident as gait task difficulty increases.,adaptive gait aging kinematics obstacles task challenge variability,changes in the control of obstacle crossing in middle age become evident as gait task difficulty increases.,GAIT/LOCOMOTION,"Muir BC, Haddad JM, van Emmerik REA, Rietdyk S,",*Gait & posture*,* [Changes in the control of obstacle crossing in middle age become evident as gait task difficulty increases.](https://www.ncbi.nlm.nih.gov/pubmed/30909004)
differences in temporal gait mechanics are associated with decreased perceived ankle joint health in individuals with chronic ankle instability.,biomechanics patient-reported outcomes post-traumatic ankle osteoarthritis,differences in temporal gait mechanics are associated with decreased perceived ankle joint health in individuals with chronic ankle instability.,GAIT/LOCOMOTION,"Kosik KB, Terada M, McCann R, Thomas A, Johnson N, Gribble P,",*Gait & posture*,* [Differences in temporal gait mechanics are associated with decreased perceived ankle joint health in individuals with chronic ankle instability.](https://www.ncbi.nlm.nih.gov/pubmed/30986587)
real-world gait speed estimation using wrist sensor: a personalized approach.,,real-world gait speed estimation using wrist sensor: a personalized approach.,GAIT/LOCOMOTION,"Soltani A, Dejnabadi HN, Savary MA, Aminian K,",*IEEE journal of biomedical and health informatics*,* [Real-world gait speed estimation using wrist sensor: A personalized approach.](https://www.ncbi.nlm.nih.gov/pubmed/31059461)
tibial and calcaneal coupling during walking in those with chronic ankle instability.,ankle instability gait segment coupling,tibial and calcaneal coupling during walking in those with chronic ankle instability.,GAIT/LOCOMOTION,"Cornwall MW, Jain T, Hagel T,",*Gait & posture*,* [Tibial and calcaneal coupling during walking in those with chronic ankle instability.](https://www.ncbi.nlm.nih.gov/pubmed/30852439)
analysis of running stability during 5000 m running<sup></sup>.,local dynamic stability lyapunov exponent biomechanics fatigue,analysis of running stability during 5000 m running<sup></sup>.,GAIT/LOCOMOTION,"Hoenig T, Hamacher D, Braumann KM, Zech A, Hollander K,",*European journal of sport science*,* [Analysis of running stability during 5000 m running<sup></sup>.](https://www.ncbi.nlm.nih.gov/pubmed/30257130)
is conservation of center of mass mechanics a priority in human walking? insights from leg-length asymmetry experiments.,control cost of transport inverted pendulum joint locomotion prioritization,is conservation of center of mass mechanics a priority in human walking? insights from leg-length asymmetry experiments.,GAIT/LOCOMOTION,"McDonald KA, Devaprakash D, Rubenson J,",*The Journal of experimental biology*,* [Is conservation of center of mass mechanics a priority in human walking? Insights from leg-length asymmetry experiments.](https://www.ncbi.nlm.nih.gov/pubmed/30967514)
quadriceps impairment is associated with gait mechanics in young adults with obesity.,,quadriceps impairment is associated with gait mechanics in young adults with obesity.,GAIT/LOCOMOTION,"Vakula MN, Fisher KL, Garcia SA, Holmes SC, Post BK, Costa PB, Pamukoff DN,",*Medicine and science in sports and exercise*,* [Quadriceps Impairment Is Associated with Gait Mechanics in Young Adults with Obesity.](https://www.ncbi.nlm.nih.gov/pubmed/30629047)
using machine learning to predict lower-extremity injury in us special forces.,,using machine learning to predict lower-extremity injury in us special forces.,GAIT/LOCOMOTION,"Connaboy C, Eagle SR, Johnson CD, Flanagan SD, Mi QI, Nindl BC,",*Medicine and science in sports and exercise*,* [Using Machine Learning to Predict Lower-Extremity Injury in US Special Forces.](https://www.ncbi.nlm.nih.gov/pubmed/30985586)
gait characteristics in patients with ankylosing spondylitis: protocol for a systematic review.,ankylosing spondylitis clinical measurements gait laboratory measurements,gait characteristics in patients with ankylosing spondylitis: protocol for a systematic review.,GAIT/LOCOMOTION,"Soulard J, Vuillerme N, Vaillant J,",*JMIR research protocols*,* [Gait Characteristics in Patients With Ankylosing Spondylitis: Protocol for a Systematic Review.](https://www.ncbi.nlm.nih.gov/pubmed/31042158)
contribution of hip abductor-adductor muscles on static and dynamic balance of community-dwelling older adults.,peak torque rate of torque development single-leg stance tandem gait,contribution of hip abductor-adductor muscles on static and dynamic balance of community-dwelling older adults.,GAIT/LOCOMOTION,"Porto JM, Freire Júnior RC, Bocarde L, Fernandes JA, Marques NR, Rodrigues NC, de Abreu DCC,",*Aging clinical and experimental research*,* [Contribution of hip abductor-adductor muscles on static and dynamic balance of community-dwelling older adults.](https://www.ncbi.nlm.nih.gov/pubmed/30182152)
gait- and posture-related factors associated with changes in hip pain and physical function in patients with secondary hip osteoarthritis: a prospective cohort study.,arthritis physical function prognosis spinal mobility thoracic kyphosis,gait- and posture-related factors associated with changes in hip pain and physical function in patients with secondary hip osteoarthritis: a prospective cohort study.,JOINT/CARTILAGE,"Tateuchi H, Akiyama H, Goto K, So K, Kuroda Y, Ichihashi N,",*Archives of physical medicine and rehabilitation*,* [Gait- and posture-related factors associated with changes in hip pain and physical function in patients with secondary hip osteoarthritis: a prospective cohort study.](https://www.ncbi.nlm.nih.gov/pubmed/31054296)
"""regarding 'the superior glenohumeral joint capsule alone does not prevent superior translation of the humeral head: an in vitro biomechanical study'"".",,"""regarding 'the superior glenohumeral joint capsule alone does not prevent superior translation of the humeral head: an in vitro biomechanical study'"".",JOINT/CARTILAGE,"Burkhart SS, Denard PJ,",*Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association*,"* [""Regarding 'The Superior Glenohumeral Joint Capsule Alone Does Not Prevent Superior Translation of the Humeral Head: An In Vitro Biomechanical Study'"".](https://www.ncbi.nlm.nih.gov/pubmed/31054707)"
"radiological, functional, and anatomical outcome in patients with osteoarthritic knee undergoing high tibial osteotomy.",,"radiological, functional, and anatomical outcome in patients with osteoarthritic knee undergoing high tibial osteotomy.",JOINT/CARTILAGE,"Habib MK, Khan ZA,",*SICOT-J*,"* [Radiological, functional, and anatomical outcome in patients with osteoarthritic knee undergoing high tibial osteotomy.](https://www.ncbi.nlm.nih.gov/pubmed/31050336)"
in vivo arthrometer measurements of mechanical ankle instability-a systematic review.,arthrometer measurements biomechanics chronic ankle instability mechanical ankle instability,in vivo arthrometer measurements of mechanical ankle instability-a systematic review.,JOINT/CARTILAGE,"Wenning M, Lohrer H, Gollhofer A, Gehring D,",*Journal of orthopaedic research : official publication of the Orthopaedic Research Society*,* [In vivo arthrometer measurements of mechanical ankle instability-A systematic review.](https://www.ncbi.nlm.nih.gov/pubmed/30908733)
a scaffold- and serum-free method to mimic human stable cartilage validated by secretome.,adipose stem/stromal cells scaffold- and serum-free secretome spheroids stable cartilage,a scaffold- and serum-free method to mimic human stable cartilage validated by secretome.,JOINT/CARTILAGE,"Côrtes I, Matsui RAM, Azevedo MS, Beatrici A, Souza KLA, Launay G, Delolme F, Granjeiro JM, Moali C, Baptista LS,",*Tissue engineering. Part A*,* [A Scaffold- and Serum-Free Method to Mimic Human Stable Cartilage Validated by Secretome.](https://www.ncbi.nlm.nih.gov/pubmed/30734654)
comparison of the biomechanics of radial head prostheses with dynamic loading in the radiocapitellar joint.,radial head replacement biomechanics radial head prosthesis radiocapitellar joint,comparison of the biomechanics of radial head prostheses with dynamic loading in the radiocapitellar joint.,JOINT/CARTILAGE,"Sun Y, Adikrishna A, Hong H, Tan J, Jeon IH,","*The Journal of hand surgery, European volume*",* [Comparison of the biomechanics of radial head prostheses with dynamic loading in the radiocapitellar joint.](https://www.ncbi.nlm.nih.gov/pubmed/30744462)
in vitro determination of the passive knee flexion axis: effects of axis alignment on coupled tibiofemoral motions.,knee biomechanics knee flexion axis knee kinematics,in vitro determination of the passive knee flexion axis: effects of axis alignment on coupled tibiofemoral motions.,JOINT/CARTILAGE,"Markolf KL, Yang PR, Joshi NB, Petrigliano FA, McAllister DR,",*Medical engineering & physics*,* [In vitro determination of the passive knee flexion axis: Effects of axis alignment on coupled tibiofemoral motions.](https://www.ncbi.nlm.nih.gov/pubmed/30917910)
objective parameters to measure (in)stability of the knee joint during gait: a review of literature.,biomechanics gait knee measurement stability,objective parameters to measure (in)stability of the knee joint during gait: a review of literature.,JOINT/CARTILAGE,"Schrijvers JC, van den Noort JC, van der Esch M, Dekker J, Harlaar J,",*Gait & posture*,* [Objective parameters to measure (in)stability of the knee joint during gait: A review of literature.](https://www.ncbi.nlm.nih.gov/pubmed/30909003)
biomechanical evaluation of different ankle orthoses in a simulated lateral ankle sprain in two different modes.,ankle brace ankle sprain biomechanics orthosis,biomechanical evaluation of different ankle orthoses in a simulated lateral ankle sprain in two different modes.,JOINT/CARTILAGE,"Benca E, Ziai P, Hirtler L, Schuh R, Zandieh S, Windhager R,",*Scandinavian journal of medicine & science in sports*,* [Biomechanical evaluation of different ankle orthoses in a simulated lateral ankle sprain in two different modes.](https://www.ncbi.nlm.nih.gov/pubmed/31059147)
sensitivity of medial-lateral load sharing to changes in adduction moments or angles in an asymptomatic knee joint model during gait.,adduction angle adduction moment contact force finite element gait knee joint biomechanics musculoskeletal model,sensitivity of medial-lateral load sharing to changes in adduction moments or angles in an asymptomatic knee joint model during gait.,JOINT/CARTILAGE,"Marouane H, Shirazi-Adl A,",*Gait & posture*,* [Sensitivity of medial-lateral load sharing to changes in adduction moments or angles in an asymptomatic knee joint model during gait.](https://www.ncbi.nlm.nih.gov/pubmed/30802643)
homogentisic acid induces morphological and mechanical aberration of ochronotic cartilage in alkaptonuria.,alkaptonuria glycosaminoglycan heat capacity mesoporosity ochronosis rheology,homogentisic acid induces morphological and mechanical aberration of ochronotic cartilage in alkaptonuria.,JOINT/CARTILAGE,"Bernardini G, Leone G, Millucci L, Consumi M, Braconi D, Spiga O, Galderisi S, Marzocchi B, Viti C, Giorgetti G, Lupetti P, Magnani A, Santucci A,",*Journal of cellular physiology*,* [Homogentisic acid induces morphological and mechanical aberration of ochronotic cartilage in alkaptonuria.](https://www.ncbi.nlm.nih.gov/pubmed/30341892)
computational analysis of customized cruciate retaining total knee arthroplasty restoration of native knee joint biomechanics.,finite element analysis patient-specific implant total knee arthroplasty,computational analysis of customized cruciate retaining total knee arthroplasty restoration of native knee joint biomechanics.,JOINT/CARTILAGE,"Koh YG, Lee JA, Chung PK, Kang KT,",*Artificial organs*,* [Computational analysis of customized cruciate retaining total knee arthroplasty restoration of native knee joint biomechanics.](https://www.ncbi.nlm.nih.gov/pubmed/30375662)
physical activity and age-related biomechanical risk factors for knee osteoarthritis.,co-activation knee mechanics muscle power muscle strength older gait,physical activity and age-related biomechanical risk factors for knee osteoarthritis.,JOINT/CARTILAGE,"Hafer JF, Kent JA, Boyer KA,",*Gait & posture*,* [Physical activity and age-related biomechanical risk factors for knee osteoarthritis.](https://www.ncbi.nlm.nih.gov/pubmed/30784958)
"the effect of ankle bracing on kinematics in simulated sprain and drop landings: a double-blind, placebo-controlled study.",ankle brace ankle inversion kinematics lateral ankle sprain,"the effect of ankle bracing on kinematics in simulated sprain and drop landings: a double-blind, placebo-controlled study.",JOINT/CARTILAGE,"Agres AN, Chrysanthou M, Raffalt PC,",*The American journal of sports medicine*,"* [The Effect of Ankle Bracing on Kinematics in Simulated Sprain and Drop Landings: A Double-Blind, Placebo-Controlled Study.](https://www.ncbi.nlm.nih.gov/pubmed/31042441)"
motion of the distal tibiofibular syndesmosis under different loading patterns: a biomechanical study.,ankle joint biomechanics syndesmosis,motion of the distal tibiofibular syndesmosis under different loading patterns: a biomechanical study.,JOINT/CARTILAGE,"Hu WK, Chen DW, Li B, Yang YF, Yu GR,",*Journal of orthopaedic surgery (Hong Kong)*,* [Motion of the distal tibiofibular syndesmosis under different loading patterns: A biomechanical study.](https://www.ncbi.nlm.nih.gov/pubmed/30987529)
skipping has lower knee joint contact forces and higher metabolic cost compared to running.,exercise gait joint power joint torque kinematics kinetics locomotion,skipping has lower knee joint contact forces and higher metabolic cost compared to running.,JOINT/CARTILAGE,"McDonnell J, Zwetsloot KA, Houmard J, DeVita P,",*Gait & posture*,* [Skipping has lower knee joint contact forces and higher metabolic cost compared to running.](https://www.ncbi.nlm.nih.gov/pubmed/30986589)
the pericellular hyaluronan of articular chondrocytes.,aggrecan cartilage chondrocytes hyaluronan hyaluronidase,the pericellular hyaluronan of articular chondrocytes.,JOINT/CARTILAGE,"Knudson W, Ishizuka S, Terabe K, Askew EB, Knudson CB,",*Matrix biology : journal of the International Society for Matrix Biology*,* [The pericellular hyaluronan of articular chondrocytes.](https://www.ncbi.nlm.nih.gov/pubmed/29425696)
editorial commentary: why we have to respect the anatomy in acromioclavicular joint surgery and why clinical shoulder scores might not give us the information we need!,,editorial commentary: why we have to respect the anatomy in acromioclavicular joint surgery and why clinical shoulder scores might not give us the information we need!,JOINT/CARTILAGE,"Voss A, Imhoff AB,",*Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association*,* [Editorial Commentary: Why We Have To Respect The Anatomy In Acromioclavicular Joint Surgery And Why Clinical Shoulder Scores Might Not Give Us The Information We Need!](https://www.ncbi.nlm.nih.gov/pubmed/31054713)
