title,keywords,abstract,authors,journal,links,raw_title,mindate,maxdate,BERT_input
Porous structure design mechanical behavior analysis based tpms customized root analogue implant.,"biomechanical properties, mechanical, porous structure design, root analogue implant, stress shielding, tpms","Compared traditional dental implant screw structure, root analogue implant (rai) customized fit wall alveolar bone, helps accelerate clinical implantation process. however, solid rai made ti6al4v material much higher young's modulus surrounding bone tissue, cause stress shielding effect thereby lead implant failure. also, solid rai conducive growth osteoblasts. overcome problems, porous structure design optimization method customized rais proposed. triply periodic minimal surface (tpms) offers smooth surface pore interconnectivity, satisfy biological/mechanical implantation requirements efficiently construct many complex bone scaffolds. p g structures four degrees porosity (30%, 40%, 50%, 60%) designed prepared cubic samples. young's modulus, poisson's ratio, yield strength sample measured compression experiments. additionally, stress distribution interface customized rai surrounding bone tissue different pore structures porosities evaluated finite element analysis (fea). found quantitative relationships young's modulus/poisson's ratio porosity p g structures consistent rules percolation model. yield strengths p g structures four different porosities greater yield strength cortical bone, satisfies implantation conditions. furthermore, p g structures 30% 40% porosity proved fea stress shielding effect, promote growth surrounding bone tissue, form long-term stable osseointegration. concluded porous rai constructed tpms reduce stress shielding effect, beneficial accelerating clinical implantation process.","Song K, Wang Z, Lan J, Ma S,",Journal of the mechanical behavior of biomedical materials,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33310682""]Porous structure design mechanical behavior analysis based tpms customized root analogue implant.[/URL]",Porous structure design and mechanical behavior analysis based on TPMS for customized root analogue implant.,12/09/2020,12/17/2020,"Porous structure design mechanical behavior analysis based tpms customized root analogue implant. Compared traditional dental implant screw structure, root analogue implant (rai) customized fit wall alveolar bone, helps accelerate clinical implantation process. however, solid rai made ti6al4v material much higher young's modulus surrounding bone tissue, cause stress shielding effect thereby lead implant failure. also, solid rai conducive growth osteoblasts. overcome problems, porous structure design optimization method customized rais proposed. triply periodic minimal surface (tpms) offers smooth surface pore interconnectivity, satisfy biological/mechanical implantation requirements efficiently construct many complex bone scaffolds. p g structures four degrees porosity (30%, 40%, 50%, 60%) designed prepared cubic samples. young's modulus, poisson's ratio, yield strength sample measured compression experiments. additionally, stress distribution interface customized rai surrounding bone tissue different pore structures porosities evaluated finite element analysis (fea). found quantitative relationships young's modulus/poisson's ratio porosity p g structures consistent rules percolation model. yield strengths p g structures four different porosities greater yield strength cortical bone, satisfies implantation conditions. furthermore, p g structures 30% 40% porosity proved fea stress shielding effect, promote growth surrounding bone tissue, form long-term stable osseointegration. concluded porous rai constructed tpms reduce stress shielding effect, beneficial accelerating clinical implantation process."
"Potential source ecofriendly insecticides: essential oil induces avoidance cause lower impairment activity stingless bee organosynthetic insecticides, laboratory.","bioinsecticide, meliponini, pepper-rosmarin, stingless bee, sublethal effect, toxicology","Negative effect insecticides bees reported one factors associated decline population pollinators. thus, aim study evaluate response stingless bee nannotrigona aff. testaceicornis (lepeletier, 1836) promising source new insecticide molecules obtained lippia sidoides (rosemary pepper) essential oil (eo) major compounds (thymol, ρ-cymene, (e)-caryophyllene), comparing commercial insecticides (organosynthetic: imidacloprid, deltamethrin semisynthetic: spinetoram). this, stingless bees exposed contact compounds evaluate lethal sublethal (locomotion flight orientation) toxicity. l. sidoides eo major compounds low lethal toxicity forager worker bees (n. aff. testaceicornis). organosynthetics imidacloprid (ld50 =0.00146 µgbee-1) deltamethrin (ld50 =0.0096 µg bee-1) 209,589 31,875 times toxic, respectively, least toxic natural compound, (e)-caryophyllene (ld50 =306 µgbee-1). locomotion ability flight orientation little affected spinetoram l. sidoides eo major compounds, however, greatly reduced imidacloprid deltamethrin insecticides. besides shows low lethal sublethal toxicity, bioinsecticides also avoided forager bees. individuals treated l. sidoides eo thymol avoided untreated bees. therefore, natural products studied promising due recognized effectiveness pest insects greater safety bees n. aff. testaceicornis.","Matos WB, Santos ACC, Lima APS, Santana EDR, Silva JE, Blank AF, Araújo APA, Bacci L,",Ecotoxicology and environmental safety,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33310535""]Potential source ecofriendly insecticides: essential oil induces avoidance cause lower impairment activity stingless bee organosynthetic insecticides, laboratory.[/URL]","Potential source of ecofriendly insecticides: Essential oil induces avoidance and cause lower impairment on the activity of a stingless bee than organosynthetic insecticides, in laboratory.",12/09/2020,12/17/2020,"Potential source ecofriendly insecticides: essential oil induces avoidance cause lower impairment activity stingless bee organosynthetic insecticides, laboratory. Negative effect insecticides bees reported one factors associated decline population pollinators. thus, aim study evaluate response stingless bee nannotrigona aff. testaceicornis (lepeletier, 1836) promising source new insecticide molecules obtained lippia sidoides (rosemary pepper) essential oil (eo) major compounds (thymol, ρ-cymene, (e)-caryophyllene), comparing commercial insecticides (organosynthetic: imidacloprid, deltamethrin semisynthetic: spinetoram). this, stingless bees exposed contact compounds evaluate lethal sublethal (locomotion flight orientation) toxicity. l. sidoides eo major compounds low lethal toxicity forager worker bees (n. aff. testaceicornis). organosynthetics imidacloprid (ld50 =0.00146 µgbee-1) deltamethrin (ld50 =0.0096 µg bee-1) 209,589 31,875 times toxic, respectively, least toxic natural compound, (e)-caryophyllene (ld50 =306 µgbee-1). locomotion ability flight orientation little affected spinetoram l. sidoides eo major compounds, however, greatly reduced imidacloprid deltamethrin insecticides. besides shows low lethal sublethal toxicity, bioinsecticides also avoided forager bees. individuals treated l. sidoides eo thymol avoided untreated bees. therefore, natural products studied promising due recognized effectiveness pest insects greater safety bees n. aff. testaceicornis."
Cafeteria diet: standardized protocol effects behavior.,"animal model, cafeteria diet, food preference, junk food, memory, obesity, reward system, stress, systematic review, western diet","Obesity major health risk, junk food consumption playing central role weight gain, high palatability high-energy nutrients. cafeteria (caf) diet model animal experiments consists tasty unhealthy food products people eat (e.g. hot dogs muffins), considers variety, novelty secondary food features, smell texture. model, therefore, mimics human eating patterns better models. paper, systematically review studies used caf diet behavioral experiments propose standardized caf diet protocol. proposed diet ad libitum voluntary; combines different textures, nutrients tastes, including salty sweet products; rotated varied. summary behavioral effects caf diet show alters meal patterns, reduces hedonic value rewards, tends reduce stress spatial memory. far, clear effects caf diet found locomotor activity, impulsivity, coping social behavior.","Lalanza JF, Snoeren EMS,",Neuroscience and biobehavioral reviews,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33309818""]Cafeteria diet: standardized protocol effects behavior.[/URL]",The Cafeteria Diet: a standardized protocol and its effects on behavior.,12/09/2020,12/17/2020,"Cafeteria diet: standardized protocol effects behavior. Obesity major health risk, junk food consumption playing central role weight gain, high palatability high-energy nutrients. cafeteria (caf) diet model animal experiments consists tasty unhealthy food products people eat (e.g. hot dogs muffins), considers variety, novelty secondary food features, smell texture. model, therefore, mimics human eating patterns better models. paper, systematically review studies used caf diet behavioral experiments propose standardized caf diet protocol. proposed diet ad libitum voluntary; combines different textures, nutrients tastes, including salty sweet products; rotated varied. summary behavioral effects caf diet show alters meal patterns, reduces hedonic value rewards, tends reduce stress spatial memory. far, clear effects caf diet found locomotor activity, impulsivity, coping social behavior."
Lunate biomechanics: application kienböck's disease treatment.,"biomechanics, camembert osteotomy, kienböck's disease, osteotomy","Kienböck's disease initially considered lunate osteomalacia due lesions nutrient arteries carpal ligament tears. also suggested following primary fractures, repeated microtrauma. past 20 30 years appeared aseptic necrosis. based hultén's hypothesis negative radioulnar index cause kienböck's disease, equalization osteotomies (shortening radius lengthening ulna) developed. observation kienböck's disease subjects positive index risk ulnar abutment osteotomy led introduction new osteotomies get around difficulties, still hope treating cause kienböck's disease. confirmed negative radioulnar index promotes lunate fracture, clearly induce pathology form necrosis. scenario, perilunar osteotomies produce durable decompression, limiting risk lunate fracture case necrosis removing compressive constraints. comparing different osteotomies used treat kienböck's disease, seems camembert osteotomy radius shortening, combined selective shortening ulnar head described sennwald, decompresses lunate maximally, protects long enough potential natural revascularization occur.","Camus EJ, Van Overstraeten L, Schuind F,",Hand surgery & rehabilitation,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33309792""]Lunate biomechanics: application kienböck's disease treatment.[/URL]",Lunate biomechanics: application to Kienböck's disease and its treatment.,12/09/2020,12/17/2020,"Lunate biomechanics: application kienböck's disease treatment. Kienböck's disease initially considered lunate osteomalacia due lesions nutrient arteries carpal ligament tears. also suggested following primary fractures, repeated microtrauma. past 20 30 years appeared aseptic necrosis. based hultén's hypothesis negative radioulnar index cause kienböck's disease, equalization osteotomies (shortening radius lengthening ulna) developed. observation kienböck's disease subjects positive index risk ulnar abutment osteotomy led introduction new osteotomies get around difficulties, still hope treating cause kienböck's disease. confirmed negative radioulnar index promotes lunate fracture, clearly induce pathology form necrosis. scenario, perilunar osteotomies produce durable decompression, limiting risk lunate fracture case necrosis removing compressive constraints. comparing different osteotomies used treat kienböck's disease, seems camembert osteotomy radius shortening, combined selective shortening ulnar head described sennwald, decompresses lunate maximally, protects long enough potential natural revascularization occur."
Facet tropism lumbar spine cervical spine: systematic review meta-analysis.,"facet joint degeneration, facet joint orientation, facet tropism, lumbar degenerative spondylolisthesis, lumbar disc herniation, recurrent disc herniation",Facet tropism (ft) refers difference orientation facet joints respect sagittal plane. facet tropism leads unequal biomechanical forces facet joint intervertebral disc rotation physiological movements. studies reported incidence ft lumbar spine vary 40% 70% l4-5 level commonly afflicted level. objective study find association ft various lumbar cervical degenerative disorders.,"Garg K, Aggarwal A,",World neurosurgery,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33309642""]Facet tropism lumbar spine cervical spine: systematic review meta-analysis.[/URL]",Facet tropism in lumbar spine and cervical spine: A systematic review and meta-analysis.,12/09/2020,12/17/2020,Facet tropism lumbar spine cervical spine: systematic review meta-analysis. Facet tropism (ft) refers difference orientation facet joints respect sagittal plane. facet tropism leads unequal biomechanical forces facet joint intervertebral disc rotation physiological movements. studies reported incidence ft lumbar spine vary 40% 70% l4-5 level commonly afflicted level. objective study find association ft various lumbar cervical degenerative disorders.
Modulation locomotor behaviors location-specific epileptic spiking seizures.,"epilepsy, interictal spike, open-field test, seizures, tetanus toxin","Epilepsy debilitating neurological condition characterized spontaneous seizures well significant comorbid behavioral abnormalities. addition seizures, epileptic patients exhibit interictal spikes far frequently seizures, often, always observed brain areas. exact relationship spiking seizures well respective effects behavior well understood. fact, spiking without overt seizures seen various psychiatric conditions including attention-deficit hyperactivity disorder.","Geraghty JR, Senador D, Maharathi B, Butler MP, Sudhakar D, Smith RA, Wu Y, Loeb JA,",Epilepsy & behavior : E&B,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33309429""]Modulation locomotor behaviors location-specific epileptic spiking seizures.[/URL]",Modulation of locomotor behaviors by location-specific epileptic spiking and seizures.,12/09/2020,12/17/2020,"Modulation locomotor behaviors location-specific epileptic spiking seizures. Epilepsy debilitating neurological condition characterized spontaneous seizures well significant comorbid behavioral abnormalities. addition seizures, epileptic patients exhibit interictal spikes far frequently seizures, often, always observed brain areas. exact relationship spiking seizures well respective effects behavior well understood. fact, spiking without overt seizures seen various psychiatric conditions including attention-deficit hyperactivity disorder."
Influence proximal screws buttress plates stability vertical femoral neck fractures: finite element analysis.,"biomechanics, buttress plate, finite element analysis, proximal screw, vertical femoral neck fracture","Treatment vertical femoral neck fractures (vfnfs) young patients remains challenging, high complication rate using traditional techniques. use cannulated screws (css) combined buttress plate represents alternative approach treating vfnfs. however, biomechanical influence use non-use proximal screws buttress plates vfnfs stability remains unclear. study aims analyse biomechanics buttress plate fixation without use proximal screws finite element analysis (fea) understand approach.","Zhan S, Jiang D, Xu J, Ling M, Yang K, Li Y, Jia W, Hu H, Zhang C,",BMC musculoskeletal disorders,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33308185""]Influence proximal screws buttress plates stability vertical femoral neck fractures: finite element analysis.[/URL]",Influence of the proximal screws of buttress plates on the stability of vertical femoral neck fractures: a finite element analysis.,12/09/2020,12/17/2020,"Influence proximal screws buttress plates stability vertical femoral neck fractures: finite element analysis. Treatment vertical femoral neck fractures (vfnfs) young patients remains challenging, high complication rate using traditional techniques. use cannulated screws (css) combined buttress plate represents alternative approach treating vfnfs. however, biomechanical influence use non-use proximal screws buttress plates vfnfs stability remains unclear. study aims analyse biomechanics buttress plate fixation without use proximal screws finite element analysis (fea) understand approach."
Challenge cartilage integration: understanding major barrier chondral repair.,,"Articular cartilage defects caused injury frequently lead osteoarthritis, painful costly disease. despite widely used surgical methods treat articular cartilage defects plethora research regenerative strategies treatments, long-term clinical outcomes satisfactory. failure integrate repair tissue native cartilage recurring issue surgical tissue engineered strategies, seeing eventual degradation regenerated surrounding tissue. review delves current understanding continuous robust integration native cartilage difficult achieve. intrinsic limitations chondrocytes remodel injured cartilage, significant challenges posed compromised biomechanical environment described. recent scaffold cell-based techniques repair cartilage also discussed, limitations existing methods evaluate integrative repair. particular, importance evaluating mechanical integrity interface native repair tissue highlighted meaningful assessment strategy repair load-bearing tissue.","Trengove A, Di Bella C, O'Connor AJ,","Tissue engineering. Part B, Reviews","[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33307976""]Challenge cartilage integration: understanding major barrier chondral repair.[/URL]",The challenge of cartilage integration: understanding a major barrier to chondral repair.,12/09/2020,12/17/2020,"Challenge cartilage integration: understanding major barrier chondral repair. Articular cartilage defects caused injury frequently lead osteoarthritis, painful costly disease. despite widely used surgical methods treat articular cartilage defects plethora research regenerative strategies treatments, long-term clinical outcomes satisfactory. failure integrate repair tissue native cartilage recurring issue surgical tissue engineered strategies, seeing eventual degradation regenerated surrounding tissue. review delves current understanding continuous robust integration native cartilage difficult achieve. intrinsic limitations chondrocytes remodel injured cartilage, significant challenges posed compromised biomechanical environment described. recent scaffold cell-based techniques repair cartilage also discussed, limitations existing methods evaluate integrative repair. particular, importance evaluating mechanical integrity interface native repair tissue highlighted meaningful assessment strategy repair load-bearing tissue."
Instructional sensitivity test gross motor development-3 detect changes performance young children without syndrome.,"assessment/measurement of motor skills, measurement, motor skill assessment","Test gross motor development among commonly used measures gross motor competency children. important attribute developmental assessment sensitivity detect change. purpose study examine instructional sensitivity test gross motor development-third edition (tgmd-3) performance criteria changes performance 48 children (age 4-7 years) without syndrome following 10 weeks physical education. paired tests identified significant improvements children locomotor (p < .01) ball skills (p < .01). significant differences associated moderate large effect sizes. sem low relative maximum raw score subtest, indicating high confidence scores. findings provide evidence tgmd-3 sensitive change performance children without syndrome.","Staples KL, Andrew Pitchford E, Ulrich DA,",Adapted physical activity quarterly : APAQ,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33307535""]Instructional sensitivity test gross motor development-3 detect changes performance young children without syndrome.[/URL]",The Instructional Sensitivity of the Test of Gross Motor Development-3 to Detect Changes in Performance for Young Children With and Without Down Syndrome.,12/09/2020,12/17/2020,"Instructional sensitivity test gross motor development-3 detect changes performance young children without syndrome. Test gross motor development among commonly used measures gross motor competency children. important attribute developmental assessment sensitivity detect change. purpose study examine instructional sensitivity test gross motor development-third edition (tgmd-3) performance criteria changes performance 48 children (age 4-7 years) without syndrome following 10 weeks physical education. paired tests identified significant improvements children locomotor (p < .01) ball skills (p < .01). significant differences associated moderate large effect sizes. sem low relative maximum raw score subtest, indicating high confidence scores. findings provide evidence tgmd-3 sensitive change performance children without syndrome."
Temperature-mediated trade-off development performance larval wood frogs (rana sylvatica).,"amphibian, burst speed, countergradient, development, developmental plasticity, locomotion, morphometrics, performance, swimming, thermal physiology","Countergradient variation detected diverse taxa. common manifestation, individuals colder environments develop faster conspecifics warmer environments placed common garden. pattern exists, implies trade-off: individuals warmer environments intrinsic rates development lower demonstrated individuals species. explored trade-off development rate locomotor performance wood frog (rana sylvatica), amphibian countergradient variation well documented. reared wood frogs 10 populations two temperature regimes, bracketing temperatures observed local natural ponds. individuals reared warmer conditions developed rapidly exhibited burst speeds 20% lower individuals reared colder conditions. slope reaction norm consistent across 10 populations thus, found evidence countergradient variation performance. burst speed assays wild-caught tadpoles populations showed similar nonsignificant trend, greater variability among ponds. overall, findings support existence development-performance trade-off may broad importance may help explain widespread occurrence countergradient variation.","Gahm K, Arietta AZA, Skelly DK,","Journal of experimental zoology. Part A, Ecological and integrative physiology","[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33306865""]Temperature-mediated trade-off development performance larval wood frogs (rana sylvatica).[/URL]",Temperature-mediated trade-off between development and performance in larval wood frogs (Rana sylvatica).,12/09/2020,12/17/2020,"Temperature-mediated trade-off development performance larval wood frogs (rana sylvatica). Countergradient variation detected diverse taxa. common manifestation, individuals colder environments develop faster conspecifics warmer environments placed common garden. pattern exists, implies trade-off: individuals warmer environments intrinsic rates development lower demonstrated individuals species. explored trade-off development rate locomotor performance wood frog (rana sylvatica), amphibian countergradient variation well documented. reared wood frogs 10 populations two temperature regimes, bracketing temperatures observed local natural ponds. individuals reared warmer conditions developed rapidly exhibited burst speeds 20% lower individuals reared colder conditions. slope reaction norm consistent across 10 populations thus, found evidence countergradient variation performance. burst speed assays wild-caught tadpoles populations showed similar nonsignificant trend, greater variability among ponds. overall, findings support existence development-performance trade-off may broad importance may help explain widespread occurrence countergradient variation."
Biomechanical analysis newly developed interspinous process device conjunction interbody cage based finite element model.,,"Study aimed investigate biomechanical effects newly developed interspinous process device (ipd), called tau. device compared another ipd (spire) pedicle screw fixation (psf) technique surgical adjacent levels lumbar spine.","Bae IS, Bak KH, Chun HJ, Ryu JI, Park SJ, Lee SJ,",PloS one,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33306706""]Biomechanical analysis newly developed interspinous process device conjunction interbody cage based finite element model.[/URL]",Biomechanical analysis of a newly developed interspinous process device conjunction with interbody cage based on a finite element model.,12/09/2020,12/17/2020,"Biomechanical analysis newly developed interspinous process device conjunction interbody cage based finite element model. Study aimed investigate biomechanical effects newly developed interspinous process device (ipd), called tau. device compared another ipd (spire) pedicle screw fixation (psf) technique surgical adjacent levels lumbar spine."
Stress concentration biomechanical properties intra-oral distractors extra-oral distractors used treatment post ankylosis facial asymmetric patients: finite element analysis study.,,"Assessment stress micromotions using finite element analysis along intraoral extraoral distractors devices used mandibular distraction post temporomandibular joint ankylosis deformed mandible patients. process finite element analysis carried assess distraction models. first model extraoral mandibular distraction model second model intraoral mandibular distraction model. analyze stress state, 2 vertical loads applied defective normal side respectively 3d finite element ball model. intraoral system observed lower stress (4.5 mpa) mandibular bone compared extra-oral system (11.5 mpa). results revealed intraoral system observed higher stress distractor fixing points (392.21 mpa) compared extra-oral fixing points (12.62 mpa). results revealed extra-oral system reflected higher displacement bone surrounding screws 3720 μm compared intraoral system 1414.6 μm. internal devices give better shielding bone induce fewer stresses mandibular, advisable used. external devices permit greater distraction length pins distractor main body subjected fewer stresses.","Elhadidi YN, Fouad MG, Sayed AGAE,",The Journal of craniofacial surgery,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33306641""]Stress concentration biomechanical properties intra-oral distractors extra-oral distractors used treatment post ankylosis facial asymmetric patients: finite element analysis study.[/URL]",The Stress Concentration and Biomechanical Properties of the Intra-oral Distractors and the Extra-oral Distractors Used in Treatment of Post Ankylosis Facial Asymmetric Patients: A Finite Element Analysis Study.,12/09/2020,12/17/2020,"Stress concentration biomechanical properties intra-oral distractors extra-oral distractors used treatment post ankylosis facial asymmetric patients: finite element analysis study. Assessment stress micromotions using finite element analysis along intraoral extraoral distractors devices used mandibular distraction post temporomandibular joint ankylosis deformed mandible patients. process finite element analysis carried assess distraction models. first model extraoral mandibular distraction model second model intraoral mandibular distraction model. analyze stress state, 2 vertical loads applied defective normal side respectively 3d finite element ball model. intraoral system observed lower stress (4.5 mpa) mandibular bone compared extra-oral system (11.5 mpa). results revealed intraoral system observed higher stress distractor fixing points (392.21 mpa) compared extra-oral fixing points (12.62 mpa). results revealed extra-oral system reflected higher displacement bone surrounding screws 3720 μm compared intraoral system 1414.6 μm. internal devices give better shielding bone induce fewer stresses mandibular, advisable used. external devices permit greater distraction length pins distractor main body subjected fewer stresses."
Evolution surgical management ankle instability athletes.,,"Recent concepts changing management ankle instability. include concurrent medial lateral instabilities, use ankle arthroscopy, use suture anchors, all-arthroscopic stabilization, synthetic augmentation, early postoperative rehabilitation. medial sided injuries occur 72% lateral ankle sprains, concomitant repair may provide greater stability. suture anchors equally strong transosseous tunnels, technique simple, reproducible, may decrease complications, anchors increase costs. synthetic augmentation demonstrates greater strength broström alone cadaver-based biomechanical testing. although clinical studies synthetic augmentation demonstrated equivocal stability pain compared broström alone, synthetic augmentation may expedite rehabilitation. all-arthroscopic ankle stabilization gaining popularity increasing publications. early findings demonstrate comparable biomechanical clinical data compared open techniques. early postoperative weight-bearing within 2 weeks seems safe may shorten time return play. surgeons may consider using novel techniques management lateral ankle instability.","Lau BC, Barg A, Haytmanek CT, McCullough K, Amendola A,",The Journal of the American Academy of Orthopaedic Surgeons,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33306560""]Evolution surgical management ankle instability athletes.[/URL]",Evolution in Surgical Management of Ankle Instability in Athletes.,12/09/2020,12/17/2020,"Evolution surgical management ankle instability athletes. Recent concepts changing management ankle instability. include concurrent medial lateral instabilities, use ankle arthroscopy, use suture anchors, all-arthroscopic stabilization, synthetic augmentation, early postoperative rehabilitation. medial sided injuries occur 72% lateral ankle sprains, concomitant repair may provide greater stability. suture anchors equally strong transosseous tunnels, technique simple, reproducible, may decrease complications, anchors increase costs. synthetic augmentation demonstrates greater strength broström alone cadaver-based biomechanical testing. although clinical studies synthetic augmentation demonstrated equivocal stability pain compared broström alone, synthetic augmentation may expedite rehabilitation. all-arthroscopic ankle stabilization gaining popularity increasing publications. early findings demonstrate comparable biomechanical clinical data compared open techniques. early postoperative weight-bearing within 2 weeks seems safe may shorten time return play. surgeons may consider using novel techniques management lateral ankle instability."
"Multipotential stromal cells talus distal tibia ankle osteoarthritis - presence, potency relationships subchondral bone changes.","ankle, multipotential stromal cells, osteoarthritis, regenerative medicine","Large proportion ankle osteoarthritis (oa) early onset post-traumatic. surgical interventions low patient satisfaction relatively poor clinical outcome, whereas joint-preserving treatments, rely endogenous multipotential stromal cells (mscs), result suboptimal repair. study investigates msc presence potency oa-affected talocrural osteochondral tissue. bone volume fraction (bv/tv) changes loading region trabecular volume subchondral bone plate (sbp) thickness oa compared healthy tissue investigated using microcomputed tomography. cd271-positive msc topography related bone cartilage damage oa tissue, vitro msc potency compared control healthy iliac crest (ic) mscs. 1.3- 2.5-fold sbp thickening found oa talus tibia, whereas bv/tv changes depth-dependent. mscs abundant oa talus tibia, similar colony characteristics. tibial talar mscs tripotential, talar mscs 10-fold lower adipogenesis twofold higher chondrogenesis ic mscs (p = .01 both). cartilage damage oa tibia talus correlated sbp thickening cd271+ mscs 1.4- twofold concentrated near sbp. work shows multipotential mscs present oa talocrural subchondral bone, topography suggesting ongoing involvement sbp thickening. potentially, biomechanical stimulation could augment chondrogenic differentiation mscs joint-preserving treatments.","Jones WG, El-Jawhari JJ, Brockett CL, Koria L, Ktistakis I, Jones E,",Journal of cellular and molecular medicine,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33305883""]Multipotential stromal cells talus distal tibia ankle osteoarthritis - presence, potency relationships subchondral bone changes.[/URL]","Multipotential stromal cells in the talus and distal tibia in ankle osteoarthritis - Presence, potency and relationships to subchondral bone changes.",12/09/2020,12/17/2020,"Multipotential stromal cells talus distal tibia ankle osteoarthritis - presence, potency relationships subchondral bone changes. Large proportion ankle osteoarthritis (oa) early onset post-traumatic. surgical interventions low patient satisfaction relatively poor clinical outcome, whereas joint-preserving treatments, rely endogenous multipotential stromal cells (mscs), result suboptimal repair. study investigates msc presence potency oa-affected talocrural osteochondral tissue. bone volume fraction (bv/tv) changes loading region trabecular volume subchondral bone plate (sbp) thickness oa compared healthy tissue investigated using microcomputed tomography. cd271-positive msc topography related bone cartilage damage oa tissue, vitro msc potency compared control healthy iliac crest (ic) mscs. 1.3- 2.5-fold sbp thickening found oa talus tibia, whereas bv/tv changes depth-dependent. mscs abundant oa talus tibia, similar colony characteristics. tibial talar mscs tripotential, talar mscs 10-fold lower adipogenesis twofold higher chondrogenesis ic mscs (p = .01 both). cartilage damage oa tibia talus correlated sbp thickening cd271+ mscs 1.4- twofold concentrated near sbp. work shows multipotential mscs present oa talocrural subchondral bone, topography suggesting ongoing involvement sbp thickening. potentially, biomechanical stimulation could augment chondrogenic differentiation mscs joint-preserving treatments."
Biomechanical characteristics human vestibular aqueduct: numerical-based model construction simulation.,"vestibular aqueduct, biomechanics, middle ear, numerical simulation, solid-fluid coupling calculation","Vestibular aqueduct precise structure embedded temporal bone plays key role physiological function inner ear maintaining endolymphatic circulation buffering impact intracranial pressure. although alterations morphology volume vestibular aqueduct result variety diseases, approaches evaluating condition vestibular aqueduct still unsatisfing pathological sections utilized 3d construction model likely undergoes morphological changes. study, vestibular aqueduct images obtained ct scanning processed finite element method construct 3d model. assess numerical model reflects actual biomechanical properties vestibular aqueduct, fluid-solid coupling calculation applied simulate endolymphatic flow vestibular aqueduct. measuring dynamics endolymphatic flow, pressure displacement round membrane external pressure, found numerical 3d model recapitulated biomechanical characteristics real vestibular aqueduct. summary, approach 3d model construction vestibular aqueduct provide powerful method research vestibular aqueduct-related diseases.","Guan Q, Sun D, Zhao M, Liu Y, Yu S, Zhang J, Li R, Sun K, Sun X, Bie X,",Computer methods in biomechanics and biomedical engineering,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33305605""]Biomechanical characteristics human vestibular aqueduct: numerical-based model construction simulation.[/URL]",The biomechanical characteristics of human vestibular aqueduct: a numerical-based model construction and simulation.,12/09/2020,12/17/2020,"Biomechanical characteristics human vestibular aqueduct: numerical-based model construction simulation. Vestibular aqueduct precise structure embedded temporal bone plays key role physiological function inner ear maintaining endolymphatic circulation buffering impact intracranial pressure. although alterations morphology volume vestibular aqueduct result variety diseases, approaches evaluating condition vestibular aqueduct still unsatisfing pathological sections utilized 3d construction model likely undergoes morphological changes. study, vestibular aqueduct images obtained ct scanning processed finite element method construct 3d model. assess numerical model reflects actual biomechanical properties vestibular aqueduct, fluid-solid coupling calculation applied simulate endolymphatic flow vestibular aqueduct. measuring dynamics endolymphatic flow, pressure displacement round membrane external pressure, found numerical 3d model recapitulated biomechanical characteristics real vestibular aqueduct. summary, approach 3d model construction vestibular aqueduct provide powerful method research vestibular aqueduct-related diseases."
