title,topic,pred_val,authors,journal,links,full_title
functional multipotency stem cells recovery neurobiology injured spinal cords,NEURAL,65.85150957107544,"Teng YD,",*Cell transplantation*,* [Functional Multipotency of Stem Cells and Recovery Neurobiology of Injured Spinal Cords.](https://www.ncbi.nlm.nih.gov/pubmed/31134830),Functional Multipotency of Stem Cells and Recovery Neurobiology of Injured Spinal Cords.
selective trpv4 channel antagonist hc 067047 attenuates mechanical allodynia diabetic mice,NEURAL,69.8488175868988,"Dias FC, Alves VS, Matias DO, Figueiredo CP, Miranda ALP, Passos GF, Costa R,",*European journal of pharmacology*,* [The selective TRPV4 channel antagonist HC-067047 attenuates mechanical allodynia in diabetic mice.](https://www.ncbi.nlm.nih.gov/pubmed/31129158),The selective TRPV4 channel antagonist HC-067047 attenuates mechanical allodynia in diabetic mice.
back pain movement b pam registry protocol,ORTHOPAEDICS/SPINE,30.982893705368042,"Desai MJ, Jonely H, Blackburn M, Wanasinghage S, Sheikh S, Taylor RS,",*BMC musculoskeletal disorders*,* [The Back Pain and Movement (B-PAM) registry; a study protocol.](https://www.ncbi.nlm.nih.gov/pubmed/31122221),The Back Pain and Movement (B-PAM) registry; a study protocol.
development retro odontoid pseudotumor absence atlantoaxial instability rheumatoid arthritis post laminoplasty case report,ORTHOPAEDICS/SPINE,92.95315742492676,"Alomari AA, Shigematsu H, Tanaka M, Kawasaki S, Masuda K, Yamamoto Y, Tanaka Y,",*British journal of neurosurgery*,* [Development of a Retro-Odontoid pseudotumor in the absence of atlantoaxial instability or rheumatoid arthritis Post-Laminoplasty: case report.](https://www.ncbi.nlm.nih.gov/pubmed/31122078),Development of a Retro-Odontoid pseudotumor in the absence of atlantoaxial instability or rheumatoid arthritis Post-Laminoplasty: case report.
advantage using stand alone cages numerical approach,ORTHOPAEDICS/SPINE,99.53448176383972,"Calvo-Echenique A, Cegoñino J, Perez Del Palomar A,",*Biomedical engineering online*,* [Is there any advantage of using stand-alone cages? A numerical approach.](https://www.ncbi.nlm.nih.gov/pubmed/31113423),Is there any advantage of using stand-alone cages? A numerical approach.
biomechanical analysis spinal implants different rod diameters static fatigue loads experimental,ORTHOPAEDICS/SPINE,59.3084990978241,"Kovacı H, Yetim AF, Çelik A,",*Biomedizinische Technik. Biomedical engineering*,* [Biomechanical analysis of spinal implants with different rod diameters under static and fatigue loads: an experimental study.](https://www.ncbi.nlm.nih.gov/pubmed/29935109),Biomechanical analysis of spinal implants with different rod diameters under static and fatigue loads: an experimental study.
kinematics following 3 screw integrated interbody spacers lumbar spine,ORTHOPAEDICS/SPINE,96.20404839515686,"Heary RF, Agarwal N, Parvathreddy NK, Hansberry DR, Ferrara LA,","*Operative neurosurgery (Hagerstown, Md.)*",* [Kinematics Following 3-Screw Integrated Interbody Spacers in the Lumbar Spine.](https://www.ncbi.nlm.nih.gov/pubmed/31131859),Kinematics Following 3-Screw Integrated Interbody Spacers in the Lumbar Spine.
supplementary delta rod configurations provide superior stiffness reduced rod stress compared traditional multiple rod configurations pedicle subtraction osteotomy finite element,ORTHOPAEDICS/SPINE,30.77547252178192,"Berjano P, Xu M, Damilano M, Scholl T, Lamartina C, Jekir M, Galbusera F,","*European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society*",* [Supplementary delta-rod configurations provide superior stiffness and reduced rod stress compared to traditional multiple-rod configurations after pedicle subtraction osteotomy: a finite element study.](https://www.ncbi.nlm.nih.gov/pubmed/31129763),Supplementary delta-rod configurations provide superior stiffness and reduced rod stress compared to traditional multiple-rod configurations after pedicle subtraction osteotomy: a finite element study.
biomechanical comparison six different fixation techniques treatment metacarpal neck fractures,ORTHOPAEDICS/SURGERY,83.7837815284729,"Gick S, Oppermann J, Owerst I, Pennig D, Dargel J,",*Der Unfallchirurg*,* [Biomechanical comparison of six different fixation techniques for treatment of metacarpal neck fractures]](https://www.ncbi.nlm.nih.gov/pubmed/31123800),[Biomechanical comparison of six different fixation techniques for treatment of metacarpal neck fractures].
deadman theory meets footprint decortication suture anchor biomechanical,ORTHOPAEDICS/SURGERY,79.0964424610138,"Hong CK, Hsu KL, Kuan FC, Wang PH, Hsu CC, Yeh ML, Su WR,",*Journal of orthopaedic surgery and research*,* [When deadman theory meets footprint decortication: a suture anchor biomechanical study.](https://www.ncbi.nlm.nih.gov/pubmed/31133036),When deadman theory meets footprint decortication: a suture anchor biomechanical study.
distal alignment procedures patellofemoral instability comprehensive review literature,ORTHOPAEDICS/SURGERY,46.68797552585602,"Migliorini F, Rath B, Tingart M, Niewiera M, Eschweiler J,",*European journal of orthopaedic surgery & traumatology : orthopedie traumatologie*,* [Distal alignment procedures for patellofemoral instability: comprehensive review of the literature.](https://www.ncbi.nlm.nih.gov/pubmed/31123829),Distal alignment procedures for patellofemoral instability: comprehensive review of the literature.
histological incorporation acellular dermal matrix failed superior capsule reconstruction shoulder,ORTHOPAEDICS/SURGERY,32.648152112960815,"Ravenscroft MJ, Riley JA, Morgan BW, Sandher DS, Odak SS, Joseph P,",*Journal of experimental orthopaedics*,* [Histological incorporation of acellular dermal matrix in the failed superior capsule reconstruction of the shoulder.](https://www.ncbi.nlm.nih.gov/pubmed/31129749),Histological incorporation of acellular dermal matrix in the failed superior capsule reconstruction of the shoulder.
novel method treatment posterolateral tibial plateau fractures,ORTHOPAEDICS/SURGERY,87.54618167877197,"Ren D, Liu Y, Chen Y, Lu J, Song Z, Zhou B, Wang P,",*The journal of knee surgery*,* [A Novel Method of the Treatment for Posterolateral Tibial Plateau Fractures.](https://www.ncbi.nlm.nih.gov/pubmed/31127602),A Novel Method of the Treatment for Posterolateral Tibial Plateau Fractures.
effects passive bi axial ankle stretching walking uneven terrains older adults chronic stroke,REHABILITATION,90.62569737434387,"Kim H, Cho S, Lee H,",*Journal of biomechanics*,* [Effects of passive Bi-axial ankle stretching while walking on uneven terrains in older adults with chronic stroke.](https://www.ncbi.nlm.nih.gov/pubmed/31060809),Effects of passive Bi-axial ankle stretching while walking on uneven terrains in older adults with chronic stroke.
perceived benefits rationale preferences exercises utilized within pilates group exercise programmes people chronic musculoskeletal conditions questionnaire pilates trained physiotherapists,REHABILITATION,70.60693502426147,"Gaskell L, Williams A, Preece S,",*Musculoskeletal care*,"* [Perceived benefits, rationale and preferences of exercises utilized within Pilates group exercise programmes for people with chronic musculoskeletal conditions: A questionnaire of Pilates-trained physiotherapists.](https://www.ncbi.nlm.nih.gov/pubmed/31125181)","Perceived benefits, rationale and preferences of exercises utilized within Pilates group exercise programmes for people with chronic musculoskeletal conditions: A questionnaire of Pilates-trained physiotherapists."
affirmative answers loco check predictor health related quality life locomotive syndrome progression elderly cross sectional,REHABILITATION,59.25702452659607,"Shigematsu H, Tanaka M, Munemoto M, Kawasaki S, Iwata E, Okuda A, Masuda K, Yamamoto Y, Suga Y, Tanaka Y,",*Modern rheumatology*,* [Affirmative answers on loco-check as a predictor of health-related quality of life and locomotive syndrome progression in the elderly: a cross-sectional study.](https://www.ncbi.nlm.nih.gov/pubmed/31116048),Affirmative answers on loco-check as a predictor of health-related quality of life and locomotive syndrome progression in the elderly: a cross-sectional study.
physical exercise human adipose derived mesenchymal stem cells ameliorate motor disturbances male rat model parkinson disease,REHABILITATION,69.44834589958191,"Cucarián JD, Berrío JP, Rodrigues C, Zancan M, Wink MR, de Oliveira A,",*Journal of neuroscience research*,* [Physical exercise and human adipose-derived mesenchymal stem cells ameliorate motor disturbances in a male rat model of Parkinson's disease.](https://www.ncbi.nlm.nih.gov/pubmed/31119788),Physical exercise and human adipose-derived mesenchymal stem cells ameliorate motor disturbances in a male rat model of Parkinson's disease.
lower limb tri joint synchrony running gait longitudinal age based,SPORT/EXERCISE,64.56202864646912,"Diss C, Vicinanza D, Smith L, Williams GKR,",*Human movement science*,* [Lower limb tri-joint synchrony during running gait: A longitudinal age-based study.](https://www.ncbi.nlm.nih.gov/pubmed/31132587),Lower limb tri-joint synchrony during running gait: A longitudinal age-based study.
systematic review biomechanical research methods used strongman studies,SPORT/EXERCISE,84.69682931900024,"Hindle BR, Lorimer A, Winwood P, Keogh JWL,",*Sports biomechanics*,* [A systematic review of the biomechanical research methods used in strongman studies.](https://www.ncbi.nlm.nih.gov/pubmed/31132028),A systematic review of the biomechanical research methods used in strongman studies.
influence structural components artificial turf systems impact attenuation amateur football players,SPORT/EXERCISE,58.83435606956482,"Sánchez-Sánchez J, Gallardo-Guerrero AM, García-Gallart A, Sánchez-Sáez JA, Felipe JL, Encarnación-Martínez A,",*Scientific reports*,* [Influence of the structural components of artificial turf systems on impact attenuation in amateur football players.](https://www.ncbi.nlm.nih.gov/pubmed/31123289),Influence of the structural components of artificial turf systems on impact attenuation in amateur football players.
sleep restriction impairs maximal jump performance joint coordination elite athletes,SPORT/EXERCISE,91.5145993232727,"Mah CD, Sparks AJ, Samaan MA, Souza RB, Luke A,",*Journal of sports sciences*,* [Sleep restriction impairs maximal jump performance and joint coordination in elite athletes.](https://www.ncbi.nlm.nih.gov/pubmed/31122131),Sleep restriction impairs maximal jump performance and joint coordination in elite athletes.
repair within first 48 h treatment acute achilles tendon ruptures achieves best biomechanical histological outcomes,TENDON/LIGAMENT,95.75561285018921,"Misir A, Kizkapan TB, Arikan Y, Akbulut D, Onder M, Yildiz KI, Ozkocer SE,","*Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA*",* [Repair within the first 48 h in the treatment of acute Achilles tendon ruptures achieves the best biomechanical and histological outcomes.](https://www.ncbi.nlm.nih.gov/pubmed/31119340),Repair within the first 48 h in the treatment of acute Achilles tendon ruptures achieves the best biomechanical and histological outcomes.
biomechanical evaluation patellar tendon repair using krackow suture technique,TENDON/LIGAMENT,85.25498509407043,"Yen CY, Tsai YJ, Hsiao CK, Kao FC, Tu YK,",*Biomedical engineering online*,* [Biomechanical evaluation of patellar tendon repair using Krackow suture technique.](https://www.ncbi.nlm.nih.gov/pubmed/31118104),Biomechanical evaluation of patellar tendon repair using Krackow suture technique.
triceps surae muscle subtendon interaction differs young older adults,TENDON/LIGAMENT,44.290974736213684,"Clark WH, Franz JR,",*Connective tissue research*,* [Triceps surae muscle-subtendon interaction differs between young and older adults.](https://www.ncbi.nlm.nih.gov/pubmed/31116576),Triceps surae muscle-subtendon interaction differs between young and older adults.
mesenchymal stem cells improve survival ischemic diabetic random skin flap via angiogenesis vegf expression,TISSUE/BIOMATERIAL,62.09768056869507,"Chehelcheraghi F, Chien S, Bayat M,",*Journal of cellular biochemistry*,* [Mesenchymal stem cells improve survival in ischemic diabetic random skin flap via increased angiogenesis and VEGF expression.](https://www.ncbi.nlm.nih.gov/pubmed/31127644),Mesenchymal stem cells improve survival in ischemic diabetic random skin flap via increased angiogenesis and VEGF expression.
evaluation anti nociceptive anti inflammatory activities methanol extract holigarna caustica dennst oken leaves,TISSUE/BIOMATERIAL,23.088398575782776,"Adnan M, Nazim Uddin Chy M, Mostafa Kamal ATM, Barlow JW, Faruque MO, Yang X, Uddin SB,",*Journal of ethnopharmacology*,* [Evaluation of anti-nociceptive and anti-inflammatory activities of the methanol extract of Holigarna caustica (Dennst.) Oken leaves.](https://www.ncbi.nlm.nih.gov/pubmed/30703495),Evaluation of anti-nociceptive and anti-inflammatory activities of the methanol extract of Holigarna caustica (Dennst.) Oken leaves.
corneal biomechanical changes trabeculectomy mitomycin c primary open angle glaucoma pseudoexfoliation glaucoma,TISSUE/BIOMATERIAL,65.06271958351135,"Sorkhabi R, Najafzadeh F, Sadeghi A, Ahoor M, Mahdavifard A,",*International ophthalmology*,* [Corneal biomechanical changes after trabeculectomy with mitomycin C in primary open-angle glaucoma and pseudoexfoliation glaucoma.](https://www.ncbi.nlm.nih.gov/pubmed/31134423),Corneal biomechanical changes after trabeculectomy with mitomycin C in primary open-angle glaucoma and pseudoexfoliation glaucoma.
water content related alterations macro micro scale tendon biomechanics,TISSUE/BIOMATERIAL,54.43856716156006,"Lozano PF, Scholze M, Babian C, Scheidt H, Vielmuth F, Waschke J, Ondruschka B, Hammer N,",*Scientific reports*,* [Water-content related alterations in macro and micro scale tendon biomechanics.](https://www.ncbi.nlm.nih.gov/pubmed/31133713),Water-content related alterations in macro and micro scale tendon biomechanics.
50 years scanning electron microscopy bone comprehensive overview important discoveries made insights gained bone material properties health disease taphonomy,TISSUE/BIOMATERIAL,55.6090772151947,"Shah FA, Ruscsák K, Palmquist A,",*Bone research*,"* [50 years of scanning electron microscopy of bone-a comprehensive overview of the important discoveries made and insights gained into bone material properties in health, disease, and taphonomy.](https://www.ncbi.nlm.nih.gov/pubmed/31123620)","50 years of scanning electron microscopy of bone-a comprehensive overview of the important discoveries made and insights gained into bone material properties in health, disease, and taphonomy."
transepithelial versus epithelium corneal collagen cross linking corneal ectasia protocol systematic review meta analysis trial sequential analysis randomised controlled trials,TISSUE/BIOMATERIAL,81.0209572315216,"Nath S, Shen C, Koziarz A, Banfield L, Fava MA, Hodge WG,",*BMJ open*,"* [Transepithelial versus epithelium-off corneal collagen cross-linking for corneal ectasia: protocol for a systematic review, meta-analysis and trial sequential analysis of randomised controlled trials.](https://www.ncbi.nlm.nih.gov/pubmed/31133582)","Transepithelial versus epithelium-off corneal collagen cross-linking for corneal ectasia: protocol for a systematic review, meta-analysis and trial sequential analysis of randomised controlled trials."
umbrella leaves biomechanics transition zone lamina petiole peltate leaves,TISSUE/BIOMATERIAL,28.10054123401642,"Sacher M, Lautenschläger T, Kempe A, Neinhuis C,",*Bioinspiration & biomimetics*,* [Umbrella leaves - Biomechanics of transition zone from lamina to petiole of peltate leaves.](https://www.ncbi.nlm.nih.gov/pubmed/31121570),Umbrella leaves - Biomechanics of transition zone from lamina to petiole of peltate leaves.
effect variability implantation depth intracorneal ring segments using femtosecond laser technology corneal ectasia,TISSUE/BIOMATERIAL,49.16026294231415,"Peris-Martínez C, Dualde-Beltrán C, Fernández-López E, Roig-Revert MJ, Hernández-Díaz M, Piñero DP,",*European journal of ophthalmology*,* [Effect of the variability in implantation depth of intracorneal ring segments using the femtosecond laser technology in corneal ectasia.](https://www.ncbi.nlm.nih.gov/pubmed/31113256),Effect of the variability in implantation depth of intracorneal ring segments using the femtosecond laser technology in corneal ectasia.
preparation optimization gelatin based biomimetic three layered vascular scaffold,TISSUE/BIOMATERIAL,95.64449191093445,"Hu Q, Wu C, Zhang H,",*Journal of biomaterials applications*,* [Preparation and optimization of a gelatin-based biomimetic three-layered vascular scaffold.](https://www.ncbi.nlm.nih.gov/pubmed/31126207),Preparation and optimization of a gelatin-based biomimetic three-layered vascular scaffold.
tensile properties human iliotibial tract depend height weight,TISSUE/BIOMATERIAL,29.594630002975464,"Zwirner J, Babian C, Ondruschka B, Schleifenbaum S, Scholze M, Waddell NJ, Hammer N,",*Medical engineering & physics*,* [Tensile properties of the human iliotibial tract depend on height and weight.](https://www.ncbi.nlm.nih.gov/pubmed/31133525),Tensile properties of the human iliotibial tract depend on height and weight.
suturable regenerated silk fibroin scaffold reinforced 3d printed polycaprolactone mesh biomechanical performance subcutaneous implantation,TISSUE/BIOMATERIAL,94.03083920478821,"Cengiz IF, Pereira H, Espregueira-Mendes J, Kwon IK, Reis RL, Oliveira JM,",*Journal of materials science. Materials in medicine*,* [Suturable regenerated silk fibroin scaffold reinforced with 3D-printed polycaprolactone mesh: biomechanical performance and subcutaneous implantation.](https://www.ncbi.nlm.nih.gov/pubmed/31127379),Suturable regenerated silk fibroin scaffold reinforced with 3D-printed polycaprolactone mesh: biomechanical performance and subcutaneous implantation.
comparison high hydrostatic pressure decellularized versus freeze thawed porcine menisci,TISSUE/BIOMATERIAL,53.469640016555786,"Watanabe N, Mizuno M, Matsuda J, Nakamura N, Otabe K, Katano H, Ozeki N, Kohno Y, Kimura T, Tsuji K, Koga H, Kishida A, Sekiya I,",*Journal of orthopaedic research : official publication of the Orthopaedic Research Society*,* [Comparison of high-hydrostatic-pressure decellularized versus freeze-thawed porcine menisci.](https://www.ncbi.nlm.nih.gov/pubmed/31115925),Comparison of high-hydrostatic-pressure decellularized versus freeze-thawed porcine menisci.
antinociceptive anti inflammatory activities philodendron bipinnatifidum schott ex endl araceae,VETERINARY/AGRICULTURAL,23.2839897274971,"Scapinello J, Müller LG, Schindler MSZ, Anzollin GS, Siebel AM, Boligon AA, Niero R, Saraiva TES, Maus NP, Betti AH, Oliveira JV, Magro JD, de Oliveira D,",*Journal of ethnopharmacology*,* [Antinociceptive and anti-inflammatory activities of Philodendron bipinnatifidum Schott ex Endl (Araceae).](https://www.ncbi.nlm.nih.gov/pubmed/30802613),Antinociceptive and anti-inflammatory activities of Philodendron bipinnatifidum Schott ex Endl (Araceae).
identification validation genetic variants predictive gait standardbred horses,VETERINARY/AGRICULTURAL,63.72164487838745,"McCoy AM, Beeson SK, Rubin CJ, Andersson L, Caputo P, Lykkjen S, Moore A, Piercy RJ, Mickelson JR, McCue ME,",*PLoS genetics*,* [Identification and validation of genetic variants predictive of gait in standardbred horses.](https://www.ncbi.nlm.nih.gov/pubmed/31136578),Identification and validation of genetic variants predictive of gait in standardbred horses.
use unstable surfaces instruction conscious abdominal contraction increase emg activity periscapular muscles dynamic push,unknown,45.2% REHABILITATION; 34.7% SPORT/EXERCISE,"de Araújo RC, Nascimento VYS, Torres RJB, Trombini-Souza F, Behm D, Pitangui ACR,",*Journal of sport rehabilitation*,* [Can the Use of Unstable Surfaces and Instruction for Conscious Abdominal Contraction Increase the EMG Activity of the Periscapular Muscles During the Dynamic Push-Up?](https://www.ncbi.nlm.nih.gov/pubmed/30676180),Can the Use of Unstable Surfaces and Instruction for Conscious Abdominal Contraction Increase the EMG Activity of the Periscapular Muscles During the Dynamic Push-Up?
relationship defecation symptoms posterior vaginal wall prolapse women undergoing pelvic organ prolapse surgery,unknown,26.3% TISSUE/BIOMATERIAL; 20.7% MODELING,"Karjalainen PK, Mattsson NK, Nieminen K, Tolppanen AM, Jalkanen JT,",*American journal of obstetrics and gynecology*,* [The relationship of defecation symptoms and posterior vaginal wall prolapse in women undergoing pelvic organ prolapse surgery.](https://www.ncbi.nlm.nih.gov/pubmed/31128111),The relationship of defecation symptoms and posterior vaginal wall prolapse in women undergoing pelvic organ prolapse surgery.
effects haloperidol cognitive function behavioural flexibility intellicage social home cage environment,unknown,29.2% NEURAL; 19.9% COMPARATIVE,"Marwari S, Dawe GS,",*Behavioural brain research*,* [Effects of haloperidol on cognitive function and behavioural flexibility in the IntelliCage social home cage environment.](https://www.ncbi.nlm.nih.gov/pubmed/31136773),Effects of haloperidol on cognitive function and behavioural flexibility in the IntelliCage social home cage environment.
neurobehavioral toxicological effects aqueous extract turnera diffusa willd turneraceae mice,unknown,12.5% METHODS; 9.6% CELLULAR/SUBCELLULAR,"Ana María DB, Rosa María VV, Lilian MN, Lucía MM, Oscar GP, Rosa ER,",*Journal of ethnopharmacology*,* [Neurobehavioral and toxicological effects of an aqueous extract of Turnera diffusa Willd (Turneraceae) in mice.](https://www.ncbi.nlm.nih.gov/pubmed/30818006),Neurobehavioral and toxicological effects of an aqueous extract of Turnera diffusa Willd (Turneraceae) in mice.
composite biomaterial repair strategy restore biomechanical function reduce herniation risk ex vivo large animal model intervertebral disc herniation varying injury severity,unknown,48.2% TISSUE/BIOMATERIAL; 42.2% ORTHOPAEDICS/SPINE,"Hom WW, Tschopp M, Lin HA, Nasser P, Laudier DM, Hecht AC, Nicoll SB, Iatridis JC,",*PloS one*,* [Composite biomaterial repair strategy to restore biomechanical function and reduce herniation risk in an ex vivo large animal model of intervertebral disc herniation with varying injury severity.](https://www.ncbi.nlm.nih.gov/pubmed/31136604),Composite biomaterial repair strategy to restore biomechanical function and reduce herniation risk in an ex vivo large animal model of intervertebral disc herniation with varying injury severity.
petite integration factor 1 pif1 helicase deficiency increases weight gain western diet fed female mice without inflammatory markers decreased glucose clearance,unknown,17.6% BONE; 17.4% CELLULAR/SUBCELLULAR,"Belmonte FR, Dedousis N, Sipula I, Desai NA, Singhi AD, Chu Y, Zhang Y, Bannwarth S, Paquis-Flucklinger V, Harrington L, Shiva S, Jurczak MJ, O'Doherty RM, Kaufman BA,",*PloS one*,* [Petite Integration Factor 1 (PIF1) helicase deficiency increases weight gain in Western diet-fed female mice without increased inflammatory markers or decreased glucose clearance.](https://www.ncbi.nlm.nih.gov/pubmed/31136580),Petite Integration Factor 1 (PIF1) helicase deficiency increases weight gain in Western diet-fed female mice without increased inflammatory markers or decreased glucose clearance.
modeling sports related mild traumatic brain injury animals systematic review,unknown,30.0% SPORT/EXERCISE; 21.5% NEURAL,"Hiskens MI, Angoa-Pérez M, Schneiders AG, Vella RK, Fenning AS,",*Journal of neuroscience research*,* [Modeling sports-related mild traumatic brain injury in animals-A systematic review.](https://www.ncbi.nlm.nih.gov/pubmed/31135069),Modeling sports-related mild traumatic brain injury in animals-A systematic review.
dna methylation mrna expression col6a3 antler mesenchyme female male reindeer,unknown,21.7% CELLULAR/SUBCELLULAR; 16.3% TENDON/LIGAMENT,"Zhai JC, Han RB, Wang SN, Wang QH, Xia YL, Liu WS, Yin YJ, Li HP,",*Genes & genomics*,* [DNA methylation and mRNA expression of COL6A3 in antler mesenchyme of female and male reindeer.](https://www.ncbi.nlm.nih.gov/pubmed/31134592),DNA methylation and mRNA expression of COL6A3 in antler mesenchyme of female and male reindeer.
fitting problem standardising shoe fit standards reduce related diabetic foot ulcers,unknown,17.5% METHODS; 13.6% MODELING,"Jones PJ, Bibb RJ, Davies MJ, Khunti K, McCarthy M, Fong DTP, Webb D,",*Diabetes research and clinical practice*,* [A Fitting Problem: Standardising Shoe Fit Standards to Reduce Related Diabetic Foot Ulcers.](https://www.ncbi.nlm.nih.gov/pubmed/31128134),A Fitting Problem: Standardising Shoe Fit Standards to Reduce Related Diabetic Foot Ulcers.
protein kinase cβ selective inhibitor enzastaurin attenuates amphetamine stimulated locomotor activity self administration behaviors rats,unknown,39.1% CELLULAR/SUBCELLULAR; 34.1% NEURAL,"Altshuler RD, Carpenter CC, Franke TJ, Gnegy ME, Jutkiewicz EM,",*Psychopharmacology*,"* [The protein kinase Cβ-selective inhibitor, enzastaurin, attenuates amphetamine-stimulated locomotor activity and self-administration behaviors in rats.](https://www.ncbi.nlm.nih.gov/pubmed/31134292)","The protein kinase Cβ-selective inhibitor, enzastaurin, attenuates amphetamine-stimulated locomotor activity and self-administration behaviors in rats."
sub lethal effects triazole fungicide propiconazole zebrafish danio rerio development oxidative respiration larval locomotor activity,unknown,35.6% COMPARATIVE; 25.8% NEURAL,"Souders CL, Xavier P, Perez-Rodriquez V, Ector N, Zhang JL, Martyniuk CJ,",*Neurotoxicology and teratology*,"* [Sub-lethal effects of the triazole fungicide propiconazole on zebrafish (Danio rerio) development, oxidative respiration, and larval locomotor activity.](https://www.ncbi.nlm.nih.gov/pubmed/31129159)","Sub-lethal effects of the triazole fungicide propiconazole on zebrafish (Danio rerio) development, oxidative respiration, and larval locomotor activity."
ground breaking innovations general psychology,unknown,17.4% COMPARATIVE; 15.2% EVOLUTION/ANTHROPOLOGY,"Aboulafia ALT, Dahl M,",*Integrative psychological & behavioral science*,* [Ground-Breaking Innovations in General Psychology.](https://www.ncbi.nlm.nih.gov/pubmed/31127534),Ground-Breaking Innovations in General Psychology.
cattle visually discriminate green dead forages short distance moving field,unknown,38.5% VETERINARY/AGRICULTURAL; 26.3% COMPARATIVE,"Hirata M, Arimoto C, Hattori N, Anzai H,",*Animal cognition*,* [Can cattle visually discriminate between green and dead forages at a short distance while moving in the field?](https://www.ncbi.nlm.nih.gov/pubmed/31127432),Can cattle visually discriminate between green and dead forages at a short distance while moving in the field?
metal trabecular bone reconstruction system better improves clinical efficacy biomechanical repair osteonecrosis femoral head free vascularized fibular graft case control,unknown,50.3% ORTHOPAEDICS/SURGERY; 36.4% BONE,"Chen XT, Zhu YJ, Liu YW, Chen K, Xu WW, Zhang LL, Liang DW, Li J, Ye Y, Tian KW, Zhang XD, Li HJ, Kang Z,",*Journal of cellular physiology*,* [Metal trabecular bone reconstruction system better improves clinical efficacy and biomechanical repair of osteonecrosis of the femoral head than free vascularized fibular graft: A case-control study.](https://www.ncbi.nlm.nih.gov/pubmed/31127611),Metal trabecular bone reconstruction system better improves clinical efficacy and biomechanical repair of osteonecrosis of the femoral head than free vascularized fibular graft: A case-control study.
anterior cruciate ligament injury mechanisms kinetic chain linkage effect proximal joint stiffness distal knee control bilateral landings,unknown,33.4% TENDON/LIGAMENT; 25.0% JOINT/CARTILAGE,"Cannon J, Cambridge EDJ, McGill SM,",*The Journal of orthopaedic and sports physical therapy*,* [Anterior Cruciate Ligament Injury Mechanisms and the Kinetic Chain Linkage: The Effect of Proximal Joint Stiffness on Distal Knee Control During Bilateral Landings.](https://www.ncbi.nlm.nih.gov/pubmed/31130059),Anterior Cruciate Ligament Injury Mechanisms and the Kinetic Chain Linkage: The Effect of Proximal Joint Stiffness on Distal Knee Control During Bilateral Landings.
age related differences δ⁹ tetrahydrocannabinol induced antinociception female male rats,unknown,19.9% SPORT/EXERCISE; 19.6% COMPARATIVE,"Craft RM, Britch SC, Buzitis NW, Clowers BH,",*Experimental and clinical psychopharmacology*,* [Age-related differences in Δ⁹-tetrahydrocannabinol-induced antinociception in female and male rats.](https://www.ncbi.nlm.nih.gov/pubmed/31120286),Age-related differences in Δ⁹-tetrahydrocannabinol-induced antinociception in female and male rats.
new methodology design manufacturing customized silicone partial foot prosthesis using indirect additive manufacturing,unknown,20.4% GAIT/LOCOMOTION; 19.5% METHODS,"Abdelaal O, Darwish S, Abd Elmougoud K, Aldahash S,",*The International journal of artificial organs*,* [A new methodology for design and manufacturing of a customized silicone partial foot prosthesis using indirect additive manufacturing.](https://www.ncbi.nlm.nih.gov/pubmed/31126192),A new methodology for design and manufacturing of a customized silicone partial foot prosthesis using indirect additive manufacturing.
influence locomotor training dynamic balance steady state walking post stroke,unknown,55.0% REHABILITATION; 44.1% GAIT/LOCOMOTION,"Vistamehr A, Kautz SA, Bowden MG, Neptune RR,",*Journal of biomechanics*,* [The influence of locomotor training on dynamic balance during steady-state walking post-stroke.](https://www.ncbi.nlm.nih.gov/pubmed/30981426),The influence of locomotor training on dynamic balance during steady-state walking post-stroke.
p2x7r panx 1 channel relevance zebrafish larvae copper induced inflammation model,unknown,21.6% CELLULAR/SUBCELLULAR; 15.5% COMPARATIVE,"de Marchi FO, Cruz FF, Menezes FP, Kist LW, Bogo MR, Morrone FB,",*Comparative biochemistry and physiology. Toxicology & pharmacology : CBP*,* [P2X7R and PANX-1 channel relevance in a zebrafish larvae copper-induced inflammation model.](https://www.ncbi.nlm.nih.gov/pubmed/31136852),P2X7R and PANX-1 channel relevance in a zebrafish larvae copper-induced inflammation model.
