title,keywords,abstract,authors,journal,links,raw_title,mindate,maxdate,BERT_input
Music-Based Digital Therapeutic: Proof-of-Concept Automation Progressive Individualized Rhythm-Based Walking Training Program After Stroke.,"digital therapeutic, mhealth, music, rehabilitation, rhythmic auditory stimulation, sensors, walking",rhythm music entrain neurons motor cortex way direct connections auditory motor brain regions.,"['Hutchinson K, Sloutsky R, Collimore A, Adams B, Harris B, Ellis TD, Awad LN']",Neurorehabilitation and neural repair,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33040685""]A Music-Based Digital Therapeutic: Proof-of-Concept Automation of a Progressive and Individualized Rhythm-Based Walking Training Program After Stroke.[/URL]",A Music-Based Digital Therapeutic: Proof-of-Concept Automation of a Progressive and Individualized Rhythm-Based Walking Training Program After Stroke.,2020/12/12,2010/1/1,A Music-Based Digital Therapeutic: Proof-of-Concept Automation of a Progressive and Individualized Rhythm-Based Walking Training Program After Stroke. The rhythm of music can entrain neurons in motor cortex by way of direct connections between auditory and motor brain regions.
Inertial Sensors Swimming: Detection Stroke Phases 3D Wrist Trajectory.,"swimming propulsion, hand kinematic, inertial sensor, swimming technique, underwater","Monitoring upper arm propulsion crucial task swimmer performance. swimmer indeed produce displacement body modulating upper limb kinematics. present study proposes approach automatically recognize stroke phases three-dimensional (3D) wrist's trajectory estimated using inertial devices. Inertial data 14 national-level male swimmer collected performed 25 front-crawl trial intensity range 75% 100% 25 maximal velocity. 3D coordinates wrist computed using inertial sensors orientation considering kinematic chain upper arm biomechanical model. algorithm automatically estimates duration entry, pull, push, recovery phases result 3D wrist's trajectory tested using bi-dimensional (2D) video-based systems temporal reference system. large correlation (r = 0.87), low bias (0.8%), reasonable Root Mean Square error (2.9%) stroke phases duration observed using inertial devices versus 2D video-based system methods. 95% limits agreement (LoA) stroke phase duration always lower 7.7% cycle duration. mean values entry, pull, push recovery phases duration percentage complete cycle detected using 3D wrist's trajectory using inertial devices 34.7 (± 6.8)%, 22.4 (± 5.8)%, 14.2 (± 4.4)%, 28.4 (± 4.5)%. swimmer's velocity arm coordination model affect performance algorithm stroke phases detection. 3D wrist trajectory used accurate complete identification stroke phases front crawl using inertial sensors. Results indicated inertial sensor device technology viable option swimming arm-stroke phase assessment.","['Cortesi M, Giovanardi A, Gatta G, Mangia AL, Bartolomei S, Fantozzi S']",Journal of sports science & medicine,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/31427865""]Inertial Sensors in Swimming: Detection of Stroke Phases through 3D Wrist Trajectory.[/URL]",Inertial Sensors in Swimming: Detection of Stroke Phases through 3D Wrist Trajectory.,2020/12/12,2010/1/1,"Inertial Sensors in Swimming: Detection of Stroke Phases through 3D Wrist Trajectory. Monitoring the upper arm propulsion is a crucial task for swimmer performance. The swimmer indeed can produce displacement of the body by modulating the upper limb kinematics. The present study proposes an approach for automatically recognize all stroke phases through three-dimensional (3D) wrist's trajectory estimated using inertial devices. Inertial data of 14 national-level male swimmer were collected while they performed 25 m front-crawl trial at intensity range from 75% to 100% of their 25 m maximal velocity. The 3D coordinates of the wrist were computed using the inertial sensors orientation and considering the kinematic chain of the upper arm biomechanical model. An algorithm that automatically estimates the duration of entry, pull, push, and recovery phases result from the 3D wrist's trajectory was tested using the bi-dimensional (2D) video-based systems as temporal reference system. A very large correlation (r = 0.87), low bias (0.8%), and reasonable Root Mean Square error (2.9%) for the stroke phases duration were observed using inertial devices versus 2D video-based system methods. The 95% limits of agreement (LoA) for each stroke phase duration were always lower than 7.7% of cycle duration. The mean values of entry, pull, push and recovery phases duration in percentage of the complete cycle detected using 3D wrist's trajectory using inertial devices were 34.7 (± 6.8)%, 22.4 (± 5.8)%, 14.2 (± 4.4)%, 28.4 (± 4.5)%. The swimmer's velocity and arm coordination model do not affect the performance of the algorithm in stroke phases detection. The 3D wrist trajectory can be used for an accurate and complete identification of the stroke phases in front crawl using inertial sensors. Results indicated the inertial sensor device technology as a viable option for swimming arm-stroke phase assessment."
Validity Polar Team Pro Sensor measuring speed distance indoors.,"accelerometer, court-based sport, microsensor, team sport, training load","To assess validity Polar Team Pro Sensor measuring speed distance indoors continuous locomotive change-of-direction tasks low, medium, high intensities.","['Fox JL, O'Grady CJ, Scanlan AT, Sargent C, Stanton R']",Journal of science and medicine in sport,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/31272915""]Validity of the Polar Team Pro Sensor for measuring speed and distance indoors.[/URL]",Validity of the Polar Team Pro Sensor for measuring speed and distance indoors.,2020/12/12,2010/1/1,"Validity of the Polar Team Pro Sensor for measuring speed and distance indoors. To assess the validity of the Polar Team Pro Sensor for measuring speed and distance indoors during continuous locomotive and change-of-direction tasks at low, medium, and high intensities."
Inertial measurement systems segments joints kinematics assessment: towards understanding variations sensors accuracy.,"3d orientation tracking, ahrs, accuracy, attitude and heading reference system, gait, imu, inertial motion capture, inertial sensors, sit-to-stand, turn, validation, walk","Joints kinematics assessment based inertial measurement systems, include attitude heading reference system (AHRS), quickly gaining popularity research clinical applications. variety tasks contexts used require deep understanding AHRS accuracy optimal data interpretation. However, published accuracy studies AHRS mostly limited single task measured limited number segments participants. This study assessed AHRS sensors kinematics accuracy multiple segments joints variety tasks characterize system's accuracy specific conditions, also extrapolate accuracy results broader range conditions using characteristics movements (i.e. velocity type motion). Twenty asymptomatic adults ([Formula: see text] = 49.9) performed multiple 5 timed go. Participants' head, upper trunk, pelvis, thigh, shank foot simultaneously tracked using AHRS optical motion capture system (gold standard). Each trial segmented basic tasks (sit-to-stand, walk, turn).","['Lebel K, Boissy P, Nguyen H, Duval C']",Biomedical engineering online,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/28506273""]Inertial measurement systems for segments and joints kinematics assessment: towards an understanding of the variations in sensors accuracy.[/URL]",Inertial measurement systems for segments and joints kinematics assessment: towards an understanding of the variations in sensors accuracy.,2020/12/12,2010/1/1,"Inertial measurement systems for segments and joints kinematics assessment: towards an understanding of the variations in sensors accuracy. Joints kinematics assessment based on inertial measurement systems, which include attitude and heading reference system (AHRS), are quickly gaining in popularity for research and clinical applications. The variety of the tasks and contexts they are used in require a deep understanding of the AHRS accuracy for optimal data interpretation. However, published accuracy studies on AHRS are mostly limited to a single task measured on a limited number of segments and participants. This study assessed AHRS sensors kinematics accuracy at multiple segments and joints through a variety of tasks not only to characterize the system's accuracy in these specific conditions, but also to extrapolate the accuracy results to a broader range of conditions using the characteristics of the movements (i.e. velocity and type of motion). Twenty asymptomatic adults ([Formula: see text] = 49.9) performed multiple 5 m timed up and go. Participants' head, upper trunk, pelvis, thigh, shank and foot were simultaneously tracked using AHRS and an optical motion capture system (gold standard). Each trial was segmented into basic tasks (sit-to-stand, walk, turn)."
Micromechanical properties strain-sensitive lyriform organs wandering spider (Cupiennius salei).,"biosensing, cupiennius salei, epicuticle mechanics, force spectroscopy, mechanosensing, relaxation time","Highly sensitive lyriform organs located legs wandering spider Cupiennius salei allow spider detect nanometer-scale strains exoskeleton resulting locomotion substrate vibrations. Morphological features lyriform organs result specialization selective sensitivity specific mechanical stimuli, make interesting bioinspired strain sensors. Here utilize atomic force microscopy (AFM)-based force spectroscopy probe nano-scale mechanical properties covering membrane two lyriform organs found Cupiennius salei: vibration sensitive metatarsal lyriform organ (HS10) proprioreceptive tibial lyriform organ (HS8). Force distance curves (FDCs) obtained AFM measurements displayed characteristic multi-layer structure behavior, calculated elastic moduli ranging 150MPa 500MPa different regions indentation depths. addition, probed lyriform organs large radius tip, allowed probing structural deformation application high forces large scale deformations without damaging surface. viscoelastic behavior sensor materials observed probing suggests mechanical relaxation times potentially playing role time-dependent behavior lyriform organs.","['Young SL, Chyasnavichyus M, Barth FG, Zlotnikov I, Politi Y, Tsukruk VV']",Acta biomaterialia,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/27282647""]Micromechanical properties of strain-sensitive lyriform organs of a wandering spider (Cupiennius salei).[/URL]",Micromechanical properties of strain-sensitive lyriform organs of a wandering spider (Cupiennius salei).,2020/12/12,2010/1/1,"Micromechanical properties of strain-sensitive lyriform organs of a wandering spider (Cupiennius salei). Highly sensitive lyriform organs located on the legs of the wandering spider Cupiennius salei allow the spider to detect nanometer-scale strains in the exoskeleton resulting from locomotion or substrate vibrations. Morphological features of the lyriform organs result in their specialization and selective sensitivity to specific mechanical stimuli, which make them interesting for bioinspired strain sensors. Here we utilize atomic force microscopy (AFM)-based force spectroscopy to probe nano-scale mechanical properties of the covering membrane of two lyriform organs found on Cupiennius salei: the vibration sensitive metatarsal lyriform organ (HS10) and the proprioreceptive tibial lyriform organ (HS8). Force distance curves (FDCs) obtained from AFM measurements displayed characteristic multi-layer structure behavior, with calculated elastic moduli ranging from 150MPa to 500MPa for different regions and indentation depths. In addition, we probed the lyriform organs with a large radius tip, which allowed for probing structural deformation by the application of high forces and large scale deformations without damaging the surface. The viscoelastic behavior of the sensor materials observed in this probing suggests mechanical relaxation times potentially playing a role in the time-dependent behavior of the lyriform organs."
Identification key structural elements neuronal calcium sensor-1 function regulation temperature-dependency locomotion C. elegans.,,"Intracellular Ca2+ regulates many aspects neuronal function Ca2+ binding EF hand-containing Ca2+ sensors turn bind target proteins regulate function. Amongst sensors neuronal calcium sensor (NCS) family proteins involved multiple neuronal signalling pathways. Each NCS protein specific overlapping targets physiological functions specificity likely determined structural features within proteins. Common NCS proteins exposure hydrophobic groove, allowing target binding Ca2+-loaded form. Structural analysis NCS protein complexes target peptides indicated common distinct aspects target protein interaction. Two key differences NCS proteins size hydrophobic groove exposed interaction role non-conserved C-terminal tails.","['Martin VM, Johnson JR, Haynes LP, Barclay JW, Burgoyne RD']",Molecular brain,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/23981466""]Identification of key structural elements for neuronal calcium sensor-1 function in the regulation of the temperature-dependency of locomotion in C. elegans.[/URL]",Identification of key structural elements for neuronal calcium sensor-1 function in the regulation of the temperature-dependency of locomotion in C. elegans.,2020/12/12,2010/1/1,"Identification of key structural elements for neuronal calcium sensor-1 function in the regulation of the temperature-dependency of locomotion in C. elegans. Intracellular Ca2+ regulates many aspects of neuronal function through Ca2+ binding to EF hand-containing Ca2+ sensors that in turn bind target proteins to regulate their function. Amongst the sensors are the neuronal calcium sensor (NCS) family of proteins that are involved in multiple neuronal signalling pathways. Each NCS protein has specific and overlapping targets and physiological functions and specificity is likely to be determined by structural features within the proteins. Common to the NCS proteins is the exposure of a hydrophobic groove, allowing target binding in the Ca2+-loaded form. Structural analysis of NCS protein complexes with target peptides has indicated common and distinct aspects of target protein interaction. Two key differences between NCS proteins are the size of the hydrophobic groove that is exposed for interaction and the role of their non-conserved C-terminal tails."
Isolated MPTL reconstruction fails restore lateral patellar stability compared MPFL reconstruction.,"biomechanics, cartilage, knee, ligament, patellofemoral",To biomechanically evaluate MPTL reconstruction compare two techniques MPFL reconstruction regard changes patellofemoral contact pressures restoration patellar stability.,"['Ambra LF, Franciozi CE, Phan A, Faloppa F, Gomoll AH']","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA","[URL=""https://www.ncbi.nlm.nih.gov/pubmed/32347346""]Isolated MPTL reconstruction fails to restore lateral patellar stability when compared to MPFL reconstruction.[/URL]",Isolated MPTL reconstruction fails to restore lateral patellar stability when compared to MPFL reconstruction.,2020/12/12,2010/1/1,Isolated MPTL reconstruction fails to restore lateral patellar stability when compared to MPFL reconstruction. To biomechanically evaluate MPTL reconstruction and compare it with two techniques for MPFL reconstruction in regard to changes in patellofemoral contact pressures and restoration of patellar stability.
Relationship Between Contact Lens Sensor Output Parameters Visual Field Progression Open-angle Glaucoma: Assessment Practical Tool Guide Clinical Risk-assessment.,,"recent years, new technologies emerged better analyze interpret intraocular pressure (IOP) fluctuations. Among progression report (PR), algorithm based continuous contact lens sensor (CLS) readings estimate likelihood fast visual field (VF) glaucomatous progression. objective study validate PR.","['Gillmann K, Young CC, Stanley J, Seibold LK, Hoskens K, Midha N, Kahook MY, Mansouri K']",Journal of glaucoma,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/32224801""]Relationship Between Contact Lens Sensor Output Parameters and Visual Field Progression in Open-angle Glaucoma: Assessment of a Practical Tool to Guide Clinical Risk-assessment.[/URL]",Relationship Between Contact Lens Sensor Output Parameters and Visual Field Progression in Open-angle Glaucoma: Assessment of a Practical Tool to Guide Clinical Risk-assessment.,2020/12/12,2010/1/1,"Relationship Between Contact Lens Sensor Output Parameters and Visual Field Progression in Open-angle Glaucoma: Assessment of a Practical Tool to Guide Clinical Risk-assessment. In recent years, new technologies have emerged to better analyze and interpret intraocular pressure (IOP) fluctuations. Among them is the progression report (PR), an algorithm based on continuous contact lens sensor (CLS) readings to estimate the likelihood of fast visual field (VF) glaucomatous progression. The objective of this study is to validate the PR."
Validity inertial sensor based 3D joint kinematics static dynamic sport physiotherapy specific movements.,,"3D joint kinematics provide important information quality movements. Optical motion capture systems (OMC) considered gold standard motion analysis. However, recent years, inertial measurement units (IMU) become promising alternative. aim study validate IMU-based 3D joint kinematics lower extremities different movements. Twenty-eight healthy subjects participated study. They performed bilateral squats (SQ), single-leg squats (SLS) countermovement jumps (CMJ). IMU kinematics calculated using recently-described sensor-fusion algorithm. marker based OMC system served reference. Only technical error based algorithm performance considered, incorporating OMC data calibration, initialization, biomechanical model. To evaluate validity IMU-based 3D joint kinematics, root mean squared error (RMSE), range motion error (ROME), Bland-Altman (BA) analysis well coefficient multiple correlation (CMC) calculated. evaluation twofold. First, IMU data compared OMC data based marker clusters; and, second based skin markers attached anatomical landmarks. first evaluation revealed means RMSE ROME joints tasks 3°. dynamic task, CMJ, revealed error measures approximately 1° higher remaining tasks. Mean CMC values ranged 0.77 1 joint angles tasks. second evaluation showed increase RMSE 2.28°- 2.58° average joints tasks. Hip flexion revealed highest average RMSE tasks (4.87°- 8.27°). present study revealed valid IMU-based approach measurement 3D joint kinematics functional movements varying demands. high validity results encourages development extension present approach clinical settings.","['Teufl W, Miezal M, Taetz B, Fröhlich M, Bleser G']",PloS one,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/30817787""]Validity of inertial sensor based 3D joint kinematics of static and dynamic sport and physiotherapy specific movements.[/URL]",Validity of inertial sensor based 3D joint kinematics of static and dynamic sport and physiotherapy specific movements.,2020/12/12,2010/1/1,"Validity of inertial sensor based 3D joint kinematics of static and dynamic sport and physiotherapy specific movements. 3D joint kinematics can provide important information about the quality of movements. Optical motion capture systems (OMC) are considered the gold standard in motion analysis. However, in recent years, inertial measurement units (IMU) have become a promising alternative. The aim of this study was to validate IMU-based 3D joint kinematics of the lower extremities during different movements. Twenty-eight healthy subjects participated in this study. They performed bilateral squats (SQ), single-leg squats (SLS) and countermovement jumps (CMJ). The IMU kinematics was calculated using a recently-described sensor-fusion algorithm. A marker based OMC system served as a reference. Only the technical error based on algorithm performance was considered, incorporating OMC data for the calibration, initialization, and a biomechanical model. To evaluate the validity of IMU-based 3D joint kinematics, root mean squared error (RMSE), range of motion error (ROME), Bland-Altman (BA) analysis as well as the coefficient of multiple correlation (CMC) were calculated. The evaluation was twofold. First, the IMU data was compared to OMC data based on marker clusters; and, second based on skin markers attached to anatomical landmarks. The first evaluation revealed means for RMSE and ROME for all joints and tasks below 3°. The more dynamic task, CMJ, revealed error measures approximately 1° higher than the remaining tasks. Mean CMC values ranged from 0.77 to 1 over all joint angles and all tasks. The second evaluation showed an increase in the RMSE of 2.28°- 2.58° on average for all joints and tasks. Hip flexion revealed the highest average RMSE in all tasks (4.87°- 8.27°). The present study revealed a valid IMU-based approach for the measurement of 3D joint kinematics in functional movements of varying demands. The high validity of the results encourages further development and the extension of the present approach into clinical settings."
Flexible tunable silicon photonic circuits plastic substrates.,,"Flexible microelectronics shown tremendous promise broad spectrum applications, especially cannot addressed conventional microelectronics rigid materials constructions. These unconventional yet important applications range flexible consumer electronics conformal sensor arrays biomedical devices. recent paradigm shift implementing flexible electronics physically transfer highly integrated devices made high-quality, crystalline semiconductors plastic substrates. Here demonstrate flexible form silicon photonics using transfer-and-bond fabrication method. Photonic circuits including interferometers resonators transferred onto flexible plastic substrates preserved functionalities performance. By mechanically deforming, optical characteristics devices tuned reversibly remarkably large range. demonstration new flexible photonic systems based silicon-on-plastic (SOP) platform could open door many future applications, including tunable photonics, optomechanical sensors biomechanical bio-photonic probes.","['Chen Y, Li H, Li M']",Scientific reports,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/22953043""]Flexible and tunable silicon photonic circuits on plastic substrates.[/URL]",Flexible and tunable silicon photonic circuits on plastic substrates.,2020/12/12,2010/1/1,"Flexible and tunable silicon photonic circuits on plastic substrates. Flexible microelectronics has shown tremendous promise in a broad spectrum of applications, especially those that cannot be addressed by conventional microelectronics in rigid materials and constructions. These unconventional yet important applications range from flexible consumer electronics to conformal sensor arrays and biomedical devices. A recent paradigm shift in implementing flexible electronics is to physically transfer highly integrated devices made in high-quality, crystalline semiconductors on to plastic substrates. Here we demonstrate a flexible form of silicon photonics using the transfer-and-bond fabrication method. Photonic circuits including interferometers and resonators have been transferred onto flexible plastic substrates with preserved functionalities and performance. By mechanically deforming, the optical characteristics of the devices can be tuned reversibly over a remarkably large range. The demonstration of the new flexible photonic systems based on the silicon-on-plastic (SOP) platform could open the door to many future applications, including tunable photonics, optomechanical sensors and biomechanical and bio-photonic probes."
Brain-wide neuronal dynamics motor adaptation zebrafish.,,"fundamental question neuroscience entire neural circuits generate behaviour adapt changes sensory feedback. Here use two-photon calcium imaging record activity large populations neurons cellular level, throughout brain larval zebrafish expressing genetically encoded calcium sensor, paralysed animals interact fictively virtual environment rapidly adapt motor output changes visual feedback. We decompose network dynamics involved adaptive locomotion four types neuronal response properties, provide anatomical maps corresponding sites. subset signals occurred behavioural adjustments candidates functional elements drive motor learning. Lesions inferior olive indicate specific functional role olivocerebellar circuitry adaptive locomotion. This study enables analysis brain-wide dynamics single-cell resolution behaviour.","['Ahrens MB, Li JM, Orger MB, Robson DN, Schier AF, Engert F, Portugues R']",Nature,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/22622571""]Brain-wide neuronal dynamics during motor adaptation in zebrafish.[/URL]",Brain-wide neuronal dynamics during motor adaptation in zebrafish.,2020/12/12,2010/1/1,"Brain-wide neuronal dynamics during motor adaptation in zebrafish. A fundamental question in neuroscience is how entire neural circuits generate behaviour and adapt it to changes in sensory feedback. Here we use two-photon calcium imaging to record the activity of large populations of neurons at the cellular level, throughout the brain of larval zebrafish expressing a genetically encoded calcium sensor, while the paralysed animals interact fictively with a virtual environment and rapidly adapt their motor output to changes in visual feedback. We decompose the network dynamics involved in adaptive locomotion into four types of neuronal response properties, and provide anatomical maps of the corresponding sites. A subset of these signals occurred during behavioural adjustments and are candidates for the functional elements that drive motor learning. Lesions to the inferior olive indicate a specific functional role for olivocerebellar circuitry in adaptive locomotion. This study enables the analysis of brain-wide dynamics at single-cell resolution during behaviour."
Relation Subclinical Ketosis Dairy Cows Locomotion Behaviour Ambient Temperature.,"innovation in animal farming, sensors, smart farming","Rumination time, chewing time drinking time indicators assessed case cow disease. research, two groups cows formed: cows subclinical ketosis (SCK; <i>n</i> = 10) healthy cows (HG; <i>n</i> = 10). Behaviour walking activity, feeding time head position up, feeding time head position down, change activity average, minimal maximal ambient temperature cows recorded RumiWatch noseband system (RWS; RumiWatch System, Itin+Hoch GmbH, Liestal, Switzerland). RWS comprises noseband halter built-in pressure sensor liquid-filled pressure tube. Data studied cow recorded 420 h. According results study, determined cows diagnosed subclinical ketosis showed tendency change activity frequently. Our data indicates minimal maximal ambient temperatures related SCK.","['Antanaitis R, Juozaitienė V, Televičius M, Malašauskienė D, Urbutis M, Baumgartner W']",Animals : an open access journal from MDPI,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33297301""]Relation of Subclinical Ketosis of Dairy Cows with Locomotion Behaviour and Ambient Temperature.[/URL]",Relation of Subclinical Ketosis of Dairy Cows with Locomotion Behaviour and Ambient Temperature.,2020/12/12,2010/1/1,"Relation of Subclinical Ketosis of Dairy Cows with Locomotion Behaviour and Ambient Temperature. Rumination time, chewing time and drinking time are indicators that can be assessed in case of cow disease. In this research, two groups of cows were formed: cows with subclinical ketosis (SCK; <i>n</i> = 10) and healthy cows (HG; <i>n</i> = 10). Behaviour such as walking activity, feeding time with head position up, feeding time with head position down, change of activity and average, minimal and maximal ambient temperature of cows were recorded by the RumiWatch noseband system (RWS; RumiWatch System, Itin+Hoch GmbH, Liestal, Switzerland). The RWS comprises a noseband halter with a built-in pressure sensor and a liquid-filled pressure tube. Data from each studied cow were recorded for 420 h. According to the results of our study, it was determined that cows diagnosed with subclinical ketosis showed a tendency to change their activity more frequently. Our data indicates that minimal and maximal ambient temperatures are related with SCK."
Quantitative photoacoustic elastography humans.,,"We report quantitative photoacoustic elastography (QPAE) capable measuring Young’s modulus biological tissue vivo humans. By combining conventional PAE stress sensor known stress–strain behavior, QPAE simultaneously measure strain stress, Young’s modulus calculated. We first demonstrate feasibility QPAE agar phantoms different concentrations. measured Young’s modulus values fit well empirical expectation based agar concentrations measured independent standard compression test. Next, QPAE applied quantify Young’s modulus skeletal muscle vivo humans, showing linear relationship muscle stiffness loading. results demonstrated capability QPAE assess absolute elasticity biological tissue noninvasively vivo humans, indicating potential tissue biomechanics studies clinical applications.","['Hai P, Zhou Y, Gong L, Wang LV']",Journal of biomedical optics,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/27304419""]Quantitative photoacoustic elastography in humans.[/URL]",Quantitative photoacoustic elastography in humans.,2020/12/12,2010/1/1,"Quantitative photoacoustic elastography in humans. We report quantitative photoacoustic elastography (QPAE) capable of measuring Young’s modulus of biological tissue in vivo in humans. By combining conventional PAE with a stress sensor having known stress–strain behavior, QPAE can simultaneously measure strain and stress, from which Young’s modulus is calculated. We first demonstrate the feasibility of QPAE in agar phantoms with different concentrations. The measured Young’s modulus values fit well with both the empirical expectation based on the agar concentrations and those measured in an independent standard compression test. Next, QPAE was applied to quantify the Young’s modulus of skeletal muscle in vivo in humans, showing a linear relationship between muscle stiffness and loading. The results demonstrated the capability of QPAE to assess the absolute elasticity of biological tissue noninvasively in vivo in humans, indicating its potential for tissue biomechanics studies and clinical applications."
Mechanical Imaging - Technology 3-D Visualization Characterization Soft Tissue Abnormalities. Review.,"elastography, breast, cancer, elasticity imaging, mechanical imaging, prostate, soft tissue, tactile imaging","Mechanical Imaging (MI) branch Elastography. MI differs conventional ultrasonic MR elastography evaluates soft tissue mechanical structure using stress data rather dynamic static strain data. MI closely mimics manual palpation MI probe force sensor array attached tip acts palpating finger. MI intrinsically three-dimensional imaging modality surface stress patterns obtained different levels tissue compression defined three-dimensional mechanical structure tissue. This review presents biomechanical basis MI applications breast cancer screening, differentiation benign malignant lesions, visualization evaluation prostate conditions, characterization vaginal wall elasticity.","['Sarvazyan A, Egorov V']",Current medical imaging reviews,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/24058326""]Mechanical Imaging - a Technology for 3-D Visualization and Characterization of Soft Tissue Abnormalities. A Review.[/URL]",Mechanical Imaging - a Technology for 3-D Visualization and Characterization of Soft Tissue Abnormalities. A Review.,2020/12/12,2010/1/1,"Mechanical Imaging - a Technology for 3-D Visualization and Characterization of Soft Tissue Abnormalities. A Review. Mechanical Imaging (MI) is a branch of Elastography. MI differs from conventional ultrasonic and MR elastography in that it evaluates soft tissue mechanical structure using stress data rather than dynamic or static strain data. MI closely mimics manual palpation because the MI probe with a force sensor array attached to its tip acts as a palpating finger. MI is intrinsically a three-dimensional imaging modality because the surface stress patterns obtained at different levels of tissue compression are defined by three-dimensional mechanical structure of the tissue. This review presents the biomechanical basis of MI and its applications for breast cancer screening, and the differentiation of benign and malignant lesions, the visualization and evaluation of prostate conditions, and for the characterization of vaginal wall elasticity."
Data-loggers carried harness adversely affect sheep locomotion.,,"use externally fitted motion sensors animal subjects potential allowing researchers investigate subtle changes animal movement may occur onset specific diseases. However, crucial consider whether use technology effect variables measured. Here, examine effect body harness data logging device locomotive patterns female Merino sheep, Ovis aries. We extracted locomotion variables typical motion sensor data (stride frequency, stride length, gait type, speed, limb velocity) high-definition video collected controlled conditions. We found significant difference variables measured harnessed unharnessed conditions. Overall, experiment demonstrates data-loggers carried harness adversely affect sheep locomotion, extended periods habituation post-instalment devices ensure consistency accuracy data future experiments.","['Hobbs-Chell H, King AJ, Sharratt H, Haddadi H, Rudiger SR, Hailes S, Morton AJ, Wilson AM']",Research in veterinary science,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/21737110""]Data-loggers carried on a harness do not adversely affect sheep locomotion.[/URL]",Data-loggers carried on a harness do not adversely affect sheep locomotion.,2020/12/12,2010/1/1,"Data-loggers carried on a harness do not adversely affect sheep locomotion. The use of externally fitted motion sensors to animal subjects has the potential for allowing researchers to investigate subtle changes in animal movement that may occur with the onset of specific diseases. However, it is crucial to consider whether or not the use of such technology has an effect on the variables measured. Here, we examine the effect of a body harness data logging device on the locomotive patterns of female Merino sheep, Ovis aries. We extracted locomotion variables typical of motion sensor data (stride frequency, stride length, gait type, speed, and limb velocity) from high-definition video collected under controlled conditions. We found no significant difference between the variables measured in the harnessed and unharnessed conditions. Overall, our experiment demonstrates that data-loggers carried on a harness do not adversely affect sheep locomotion, and extended periods of habituation post-instalment of devices should ensure consistency and accuracy of data in future experiments."
Does Use Intraoperative Pressure Sensors Knee Balancing Total Knee Arthroplasty Improve Clinical Outcomes? Comparative Study With Minimum Two-Year Follow-Up.,"intracompartmental pressure differences, manual balance, sensor balance, soft tissue balance, total knee arthroplasty",It undetermined whether using sensors knee balancing total knee arthroplasty (TKA) improves patient outcomes. purpose study compare clinical outcomes sensor balance (SB) manual balance (MB) TKA minimum two-year follow-up.,"['MacDessi SJ, Cohen DA, Wood JA, Diwan AD, Harris IA']",The Journal of arthroplasty,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/32928594""]Does the Use of Intraoperative Pressure Sensors for Knee Balancing in Total Knee Arthroplasty Improve Clinical Outcomes? A Comparative Study With a Minimum Two-Year Follow-Up.[/URL]",Does the Use of Intraoperative Pressure Sensors for Knee Balancing in Total Knee Arthroplasty Improve Clinical Outcomes? A Comparative Study With a Minimum Two-Year Follow-Up.,2020/12/12,2010/1/1,Does the Use of Intraoperative Pressure Sensors for Knee Balancing in Total Knee Arthroplasty Improve Clinical Outcomes? A Comparative Study With a Minimum Two-Year Follow-Up. It is undetermined whether using sensors for knee balancing in total knee arthroplasty (TKA) improves patient outcomes. The purpose of this study was to compare clinical outcomes of sensor balance (SB) with manual balance (MB) TKA with a minimum two-year follow-up.
