,title,topic,date
299,lust: simulating realistic crowd behaviour by mining pattern from crowd videos.,Modeling,03_08
300,Viscoelastic computational modeling of the human head-neck system: eigenfrequencies and time-dependent analysis,Modeling,03_08
301,The music method: a fast and quasi-optimal solution to the muscle forces estimation problem,Modeling,03_08
302,Prediction of lung motion from four-dimensional computer tomography (4dct) images using bayesian registration and trajectory modelling,Modeling,03_08
303, A synthetic nervous system controls a simulated cockroach. ,Modeling,03_01
304,Perspectives on sharing models and related resources in computational biomechanics research.,Modeling,02_22
305,A neuro-musculo-skeletal model for insects with data-driven optimization.,Modeling,02_22
306,A re-engineered software interface and workflow for the open-source simvascular cardiovascular modeling package.,Modeling,02_22
307,Patient-specific computational biomechanical modeling to guide mitral valve repair strategy: practicality and value? ,Modeling,02_22
308,A biomechanical modeling-guided simultaneous motion estimation and image reconstruction technique (smeir-bio) for 4d-cbct reconstruction. ,Modeling,02_22
309,Fusion of optical coherence tomography and angiography for numerical simulation of hemodynamics in bioresorbable stented coronary artery based on patient-specific model. ,Modeling,02_22
310,Prediction of coronary plaque progression using biomechanical factors and vascular characteristics based on computed tomography angiography,Modeling,02_22
311,Finite element framework for computational fluid dynamics in febio.,Modeling,02_22
312,Comparison between anatomical and approximate surfaces in a 3d kinetostatic model of the knee for the study of the unloaded and loaded joint motion.,Modeling,02_22
313,A small deformation thermoporomechanics finite element model and its application to arterial tissue fusion,Modeling,02_22
314,arametric study of patient-specific femoral locking plates based on a combined musculoskeletal multibody dynamics and finite element modeling. ,Modeling,02_15
315,A practical clinical kinematic model for the upper limbs. ,Modeling,02_15
316,"Hydrodynamics of flexible fins propelled in tandem, diagonal, triangular and diamond configurations",Modeling,02_15
317,An in silico biomechanical analysis of the stent-esophagus interaction,Modeling,02_15
318,Convolutional invasion and expansion networks for tumor growth prediction,Modeling,02_15
319,"A comprehensive pipeline for multi-resolution modeling of the mitral valve: validation, computational efficiency, and predictive capability.",Modeling,02_15
320,Supervised learning techniques and their ability to classify a change of direction task strategy using kinematic and kinetic features.,Modeling,02_15
321, Biomechanical analysis of brachial plexus injury: availability of three-dimensional finite element model of the brachial plexus. ,Modeling,02_15
322,Models and tissue mimics for brain shift simulations.,Modeling,02_15
323,The impact of personalized probabilistic wall thickness models on peak wall stress in abdominal aortic aneurysms,Modeling,02_15
324,Integrating brain and biomechanical models-a new paradigm for understanding neuro-muscular control. ,Modeling,02_15
325,Associations of abdominal muscle area and radiodensity with adiponectin and leptin: the multiethnic study of atherosclerosis,Muscle,06_28
326,"Mild intrauterine hypoperfusion leads to lumber and cortical hyperexcitability, spasticity, and muscle dysfunctions in rats: implications for prematurity",Muscle,06_28
327,"Perfect chronic skeletal muscle regeneration in adult spiny mice, acomys cahirinus. ",Muscle,06_28
328,Development of apical hypertrophic cardiomyopathy with age in a transgenic mouse model carrying the cardiac actin e99k mutation. ,Muscle,06_28
329,"Proximal biceps long head: anatomy, biomechanics, pathology",Muscle,06_21
330,Impaired muscle growth precedes development of increased stiffness of the triceps surae musculotendinous unit in children with cerebral palsy.,Muscle,06_21
331,Effects of an acute bout of dynamic stretching on biomechanical properties of the gastrocnemius muscle determined by shear wave elastography,Muscle,06_21
332,Joint moment-angle properties of the hip extensors in subjects with and without patellofemoral pain.,Muscle,06_14
333,"Parameters and functional analysis of the deep epaxial muscles in the thoracic, lumbar and sacral regions of the equine spine.",Muscle,06_14
334,Electromyographic patterns of the rat hindlimb in response to muscle stretch after spinal cord injury. ,Muscle,06_14
335,Increased polyamines as protective disease modifiers in congenital muscular dystrophy.,Muscle,06_14
336,"Assessment of lower extremity muscle mass, muscle strength, and exercise therapy in elderly patients with diabetes mellitus",Muscle,06_07
337,Between-day reliability of myotonpro for the non-invasive measurement of muscle material properties in the lower extremities of patients with a chronic spinal cord injury.,Muscle,06_07
338,"Therapeutic potential of pterostilbene and resveratrol on biomechanic, biochemical, and histological parameters in streptozotocin-induced diabetic rats.",Muscle,06_07
339,Muscle-tendon-enthesis unit.,Muscle,05_31
340,Experimental low back pain decreased trunk muscle activity in currently asymptomatic recurrent low back pain patients during step tasks,Muscle,05_31
341,A modelling approach for exploring muscle dynamics during cyclic contractions,Muscle,05_31
342,Effect of strontium ranelate on the muscle and vertebrae of ovariectomized rats.,Muscle,05_24
343,Myomodulation with injectable fillers: an innovative approach to addressing facial muscle movement,Muscle,05_24
344,"Catechin, an active constituent of green tea, preserves skeletal muscle activity in dexamethasone induced cachexia by increasing acetylcholine sensitivity in muscles of wistar rats",Muscle,05_24
345,The use of transcranial magnetic stimulation to evaluate cortical excitability of lower limb musculature: challenges and opportunities.,Muscle,05_24
346,Smoking does not impair locomotor muscle oxidative capacity in humans with normal spirometry. ,Muscle,05_24
347,Functional capacity in adults with cerebral palsy: lower limb muscle strength matters.,Muscle,05_17
348,One-channel surface electromyography decomposition for muscle force estimation.,Muscle,05_10
349,Muscle wasting in osteoarthritis model induced by anterior cruciate ligament transection.,Muscle,05_10
350,Ensemble of shape functions and support vector machines for the estimation of discrete arm muscle activation from external biceps 3d point clouds.,Muscle,05_10
351,The influence of lower leg configurations on muscle force variability. ,Muscle,05_03
352,Modeling of stretch reflex activation considering muscle type.,Muscle,05_03
353,The effect of increasing age on the concentric and eccentric contractile properties of isolated mouse soleus and extensor digitorum longus muscles,Muscle,05_03
354,Time-of-day effects on metabolic and clock-related adjustments to cold.,Muscle,05_03
355,Mediators and patterns of muscle loss in chronic systemic inflammation.,Muscle,05_03
356,Characterization of the passive and active material parameters of the pubovisceralis muscle using an inverse numerical method.,Muscle,05_03
357,Relationship between jumping abilities and skeletal muscle architecture of lower limbs in humans: systematic review and meta-analysis.,Muscle,05_03
358,Changes in trunk posture and muscle responses in standing during pregnancy and postpartum. ,Muscle,05_03
359,In vivo study of paraspinal muscle weakness using botulinum toxin in one primate model.,Muscle,05_03
360,Morphological characteristics and variations of the human quadratus plantae muscle. ,Muscle,05_03
361,Diaphragmatic dysfunction in sepsis due to severe acute pancreatitis complicated by intra-abdominal hypertension. ,Muscle,04_26
362,An rnai based screen in drosophila larvae identifies fascin as a regulator of myoblast fusion and myotendinous junction structure.,Muscle,04_26
363,Skeletal muscle and fetal alcohol spectrum disorder. ,Muscle,04_26
364,Magnetic resonance elastography of the lumbar back muscles: a preliminary study,Muscle,04_26
